año,ubigeo,departamento,provincia,distrito,organizacion_politica,tipo_agrupacion,posicion_cedula,votos,ganador,electores_habiles,votos_blancos,votos_nulos
2006,40604,AREQUIPA,CONDESUYOS,CHICHAS,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,19.0,0,108.0,4.0,8.0
2006,40604,AREQUIPA,CONDESUYOS,CHICHAS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,27.0,0,108.0,4.0,8.0
2006,40605,AREQUIPA,CONDESUYOS,IRAY,FRENTE INDEPENDIENTE CONDESUYOS PROGRESA,PROVINCIAL,1,88.0,1,220.0,14.0,9.0
2006,40605,AREQUIPA,CONDESUYOS,IRAY,FRENTE INDEPENDIENTE CONDESUYANO,PROVINCIAL,2,3.0,0,220.0,14.0,9.0
2006,40605,AREQUIPA,CONDESUYOS,IRAY,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,7.0,0,220.0,14.0,9.0
2006,40605,AREQUIPA,CONDESUYOS,IRAY,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,77.0,0,220.0,14.0,9.0
2006,40608,AREQUIPA,CONDESUYOS,RIO GRANDE,FRENTE INDEPENDIENTE CONDESUYOS PROGRESA,PROVINCIAL,1,66.0,0,225.0,16.0,4.0
2006,40608,AREQUIPA,CONDESUYOS,RIO GRANDE,FRENTE INDEPENDIENTE CONDESUYANO,PROVINCIAL,2,8.0,0,225.0,16.0,4.0
2006,40608,AREQUIPA,CONDESUYOS,RIO GRANDE,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,72.0,1,225.0,16.0,4.0
2006,40608,AREQUIPA,CONDESUYOS,RIO GRANDE,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,38.0,0,225.0,16.0,4.0
2006,40606,AREQUIPA,CONDESUYOS,SALAMANCA,FRENTE INDEPENDIENTE CONDESUYOS PROGRESA,PROVINCIAL,1,7.0,0,109.0,8.0,4.0
2006,40606,AREQUIPA,CONDESUYOS,SALAMANCA,FRENTE INDEPENDIENTE CONDESUYANO,PROVINCIAL,2,13.0,0,109.0,8.0,4.0
2006,40606,AREQUIPA,CONDESUYOS,SALAMANCA,ACCION POPULAR,LISTA INDEPENDIENTE,3,10.0,0,109.0,8.0,4.0
2006,40606,AREQUIPA,CONDESUYOS,SALAMANCA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,10.0,0,109.0,8.0,4.0
2006,40606,AREQUIPA,CONDESUYOS,SALAMANCA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,20.0,1,109.0,8.0,4.0
2006,40606,AREQUIPA,CONDESUYOS,SALAMANCA,RESTAURACION NACIONAL,LISTA INDEPENDIENTE,6,19.0,0,109.0,8.0,4.0
2006,40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,43.0,0,249.0,33.0,8.0
2006,40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,FRENTE INDEPENDIENTE CONDESUYOS PROGRESA,PROVINCIAL,2,16.0,0,249.0,33.0,8.0
2006,40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,FRENTE INDEPENDIENTE CONDESUYANO,PROVINCIAL,3,27.0,0,249.0,33.0,8.0
2006,40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,58.0,1,249.0,33.0,8.0
2006,40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,31.0,0,249.0,33.0,8.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,1,34.0,1,145.0,14.0,5.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,CONCERTACION EN PRO DE UNA MISION SOSTENIBLE,PARTIDO POLITICO,2,2.0,0,145.0,14.0,5.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,COCACHACRA POR UN AUTENTICO DESARROLLO,DISTRITAL,3,10.0,0,145.0,14.0,5.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,ACCION POPULAR,LISTA INDEPENDIENTE,4,27.0,0,145.0,14.0,5.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,3.0,0,145.0,14.0,5.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,5.0,0,145.0,14.0,5.0
2006,40702,AREQUIPA,ISLAY,COCACHACRA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,28.0,0,145.0,14.0,5.0
2006,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,8.0,0,250.0,20.0,13.0
2006,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,2,39.0,0,250.0,20.0,13.0
2006,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,ACCION POPULAR,LISTA INDEPENDIENTE,3,57.0,1,250.0,20.0,13.0
2006,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,35.0,0,250.0,20.0,13.0
2006,40703,AREQUIPA,ISLAY,DEAN VALDIVIA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,5,51.0,0,250.0,20.0,13.0
2006,40704,AREQUIPA,ISLAY,ISLAY,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,1,19.0,0,152.0,9.0,3.0
2006,40704,AREQUIPA,ISLAY,ISLAY,MATARANI CORAZON,DISTRITAL,2,35.0,0,152.0,9.0,3.0
2006,40704,AREQUIPA,ISLAY,ISLAY,ACCION POPULAR,LISTA INDEPENDIENTE,3,36.0,1,152.0,9.0,3.0
2006,40704,AREQUIPA,ISLAY,ISLAY,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,28.0,0,152.0,9.0,3.0
2006,40705,AREQUIPA,ISLAY,MEJIA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,6.0,0,181.0,9.0,3.0
2006,40705,AREQUIPA,ISLAY,MEJIA,MOVIMIENTO INDEPENDIENTE LEON DEL SUR,PARTIDO POLITICO,2,21.0,0,181.0,9.0,3.0
2006,40705,AREQUIPA,ISLAY,MEJIA,ACCION POPULAR,LISTA INDEPENDIENTE,3,20.0,0,181.0,9.0,3.0
2006,40705,AREQUIPA,ISLAY,MEJIA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,21.0,0,181.0,9.0,3.0
2006,40705,AREQUIPA,ISLAY,MEJIA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,52.0,1,181.0,9.0,3.0
2006,40705,AREQUIPA,ISLAY,MEJIA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,28.0,0,181.0,9.0,3.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,9.0,0,155.0,3.0,14.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,2,26.0,0,155.0,3.0,14.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,AGRUPACION INDEPENDIENTE POR LA TRANSFORMACION Y EL DESARROLLO DE LA PUNTA DE BOMBON,DISTRITAL,3,3.0,0,155.0,3.0,14.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,ACCION POPULAR,LISTA INDEPENDIENTE,4,10.0,0,155.0,3.0,14.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,11.0,0,155.0,3.0,14.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,4.0,0,155.0,3.0,14.0
2006,40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,56.0,1,155.0,3.0,14.0
2006,40802,AREQUIPA,LA UNION,ALCA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,28.0,0,238.0,36.0,17.0
2006,40802,AREQUIPA,LA UNION,ALCA,JUNTOS POR EL SUR,PARTIDO POLITICO,2,11.0,0,238.0,36.0,17.0
2006,40802,AREQUIPA,LA UNION,ALCA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,6.0,0,238.0,36.0,17.0
2006,40802,AREQUIPA,LA UNION,ALCA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,25.0,0,238.0,36.0,17.0
2006,40802,AREQUIPA,LA UNION,ALCA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,65.0,1,238.0,36.0,17.0
2006,40802,AREQUIPA,LA UNION,ALCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,LISTA INDEPENDIENTE,6,3.0,0,238.0,36.0,17.0
2006,40803,AREQUIPA,LA UNION,CHARCANA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,3.0,0,171.0,18.0,5.0
2006,40803,AREQUIPA,LA UNION,CHARCANA,JUNTOS POR EL SUR,PARTIDO POLITICO,2,29.0,0,171.0,18.0,5.0
2006,40803,AREQUIPA,LA UNION,CHARCANA,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,3,34.0,1,171.0,18.0,5.0
2006,40803,AREQUIPA,LA UNION,CHARCANA,UNION POR EL PERU,LISTA INDEPENDIENTE,4,20.0,0,171.0,18.0,5.0
2006,40803,AREQUIPA,LA UNION,CHARCANA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,26.0,0,171.0,18.0,5.0
2006,40803,AREQUIPA,LA UNION,CHARCANA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,5.0,0,171.0,18.0,5.0
2006,40804,AREQUIPA,LA UNION,HUAYNACOTAS,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,27.0,0,249.0,46.0,18.0
2006,40804,AREQUIPA,LA UNION,HUAYNACOTAS,JUNTOS POR EL SUR,PARTIDO POLITICO,2,36.0,1,249.0,46.0,18.0
2006,40804,AREQUIPA,LA UNION,HUAYNACOTAS,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,3,22.0,0,249.0,46.0,18.0
2006,40804,AREQUIPA,LA UNION,HUAYNACOTAS,UNION POR EL PERU,LISTA INDEPENDIENTE,4,31.0,0,249.0,46.0,18.0
2006,40804,AREQUIPA,LA UNION,HUAYNACOTAS,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,22.0,0,249.0,46.0,18.0
2006,40804,AREQUIPA,LA UNION,HUAYNACOTAS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,17.0,0,249.0,46.0,18.0
2006,40805,AREQUIPA,LA UNION,PAMPAMARCA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,51.0,1,229.0,25.0,20.0
2006,40805,AREQUIPA,LA UNION,PAMPAMARCA,JUNTOS POR EL SUR,PARTIDO POLITICO,2,12.0,0,229.0,25.0,20.0
2006,40805,AREQUIPA,LA UNION,PAMPAMARCA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,11.0,0,229.0,25.0,20.0
2006,40805,AREQUIPA,LA UNION,PAMPAMARCA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,37.0,0,229.0,25.0,20.0
2006,40805,AREQUIPA,LA UNION,PAMPAMARCA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,36.0,0,229.0,25.0,20.0
2006,40805,AREQUIPA,LA UNION,PAMPAMARCA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,5.0,0,229.0,25.0,20.0
2006,40806,AREQUIPA,LA UNION,PUYCA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,93.0,1,205.0,37.0,9.0
2006,40806,AREQUIPA,LA UNION,PUYCA,ACCION POPULAR,LISTA INDEPENDIENTE,2,14.0,0,205.0,37.0,9.0
2006,40806,AREQUIPA,LA UNION,PUYCA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,9.0,0,205.0,37.0,9.0
2006,40806,AREQUIPA,LA UNION,PUYCA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,5.0,0,205.0,37.0,9.0
2006,40806,AREQUIPA,LA UNION,PUYCA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,5,8.0,0,205.0,37.0,9.0
2006,40807,AREQUIPA,LA UNION,QUECHUALLA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,25.0,0,213.0,13.0,12.0
2006,40807,AREQUIPA,LA UNION,QUECHUALLA,JUNTOS POR EL SUR,PARTIDO POLITICO,2,21.0,0,213.0,13.0,12.0
2006,40807,AREQUIPA,LA UNION,QUECHUALLA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,28.0,0,213.0,13.0,12.0
2006,40807,AREQUIPA,LA UNION,QUECHUALLA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,12.0,0,213.0,13.0,12.0
2006,40807,AREQUIPA,LA UNION,QUECHUALLA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,43.0,1,213.0,13.0,12.0
2006,40807,AREQUIPA,LA UNION,QUECHUALLA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,15.0,0,213.0,13.0,12.0
2006,40808,AREQUIPA,LA UNION,SAYLA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,1,46.0,0,229.0,22.0,4.0
2006,40808,AREQUIPA,LA UNION,SAYLA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,2,101.0,1,229.0,22.0,4.0
2006,40808,AREQUIPA,LA UNION,SAYLA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,3,26.0,0,229.0,22.0,4.0
2006,40809,AREQUIPA,LA UNION,TAURIA,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,1,44.0,0,165.0,31.0,2.0
2006,40809,AREQUIPA,LA UNION,TAURIA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,67.0,1,165.0,31.0,2.0
2006,40810,AREQUIPA,LA UNION,TOMEPAMPA,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,35.0,0,190.0,30.0,4.0
2006,40810,AREQUIPA,LA UNION,TOMEPAMPA,ACCION POPULAR,LISTA INDEPENDIENTE,2,86.0,1,190.0,30.0,4.0
2006,40810,AREQUIPA,LA UNION,TOMEPAMPA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,3,11.0,0,190.0,30.0,4.0
2006,40811,AREQUIPA,LA UNION,TORO,AREQUIPA AVANCEMOS,PARTIDO POLITICO,1,46.0,0,218.0,23.0,13.0
2006,40811,AREQUIPA,LA UNION,TORO,JUNTOS POR EL SUR,PARTIDO POLITICO,2,58.0,1,218.0,23.0,13.0
2006,40811,AREQUIPA,LA UNION,TORO,"AREQUIPA, TRADICION Y FUTURO",PARTIDO POLITICO,3,19.0,0,218.0,23.0,13.0
2006,40811,AREQUIPA,LA UNION,TORO,UNION POR EL PERU,LISTA INDEPENDIENTE,4,7.0,0,218.0,23.0,13.0
2006,40811,AREQUIPA,LA UNION,TORO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,10.0,0,218.0,23.0,13.0
2006,40811,AREQUIPA,LA UNION,TORO,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,8.0,0,218.0,23.0,13.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,1,41.0,1,244.0,35.0,20.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,QATUN TARPUY,PARTIDO POLITICO,2,38.0,0,244.0,35.0,20.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,UNION POR EL PERU,LISTA INDEPENDIENTE,3,35.0,0,244.0,35.0,20.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,3.0,0,244.0,35.0,20.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,7.0,0,244.0,35.0,20.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,SIEMPRE UNIDOS,LISTA INDEPENDIENTE,6,5.0,0,244.0,35.0,20.0
2006,50204,AYACUCHO,CANGALLO,CHUSCHI,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,21.0,0,244.0,35.0,20.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,FRENTE REGIONAL AYACUCHO,PARTIDO POLITICO,1,1.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,2,21.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,QATUN TARPUY,PARTIDO POLITICO,3,36.0,1,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,ACCION POPULAR,LISTA INDEPENDIENTE,4,3.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,UNION POR EL PERU,LISTA INDEPENDIENTE,5,14.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,COORDINADORA NACIONAL DE INDEPENDIENTES,LISTA INDEPENDIENTE,6,1.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,7,1.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,8,30.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,SIEMPRE UNIDOS,LISTA INDEPENDIENTE,9,6.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,RESTAURACION NACIONAL,LISTA INDEPENDIENTE,10,4.0,0,229.0,31.0,21.0
2006,50206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,11,3.0,0,229.0,31.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,FRENTE REGIONAL AYACUCHO,PARTIDO POLITICO,1,3.0,0,224.0,33.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,2,39.0,0,224.0,33.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,UNION POR EL PERU,LISTA INDEPENDIENTE,3,9.0,0,224.0,33.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,4.0,0,224.0,33.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,55.0,1,224.0,33.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,SIEMPRE UNIDOS,LISTA INDEPENDIENTE,6,3.0,0,224.0,33.0,21.0
2006,50211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,25.0,0,224.0,33.0,21.0
2006,50207,AYACUCHO,CANGALLO,PARAS,FRENTE REGIONAL AYACUCHO,PARTIDO POLITICO,1,21.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,2,3.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,QATUN TARPUY,PARTIDO POLITICO,3,18.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,UNION POR EL PERU,LISTA INDEPENDIENTE,4,28.0,1,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,ALIANZA PARA EL PROGRESO,LISTA INDEPENDIENTE,5,2.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,PARTIDO RENACIMIENTO ANDINO,LISTA INDEPENDIENTE,6,19.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,7,4.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,8,16.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,SIEMPRE UNIDOS,LISTA INDEPENDIENTE,9,4.0,0,209.0,27.0,9.0
2006,50207,AYACUCHO,CANGALLO,PARAS,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,10,19.0,0,209.0,27.0,9.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,FRENTE REGIONAL AYACUCHO,PARTIDO POLITICO,1,15.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,2,12.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,ACCION POPULAR,LISTA INDEPENDIENTE,3,56.0,1,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,UNION POR EL PERU,LISTA INDEPENDIENTE,4,5.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,45.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,PARTIDO RENACIMIENTO ANDINO,LISTA INDEPENDIENTE,6,3.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,7,1.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,8,25.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,9,5.0,0,246.0,26.0,19.0
2006,50208,AYACUCHO,CANGALLO,TOTOS,ALIANZA ELECTORAL UNIDAD NACIONAL,LISTA INDEPENDIENTE,10,8.0,0,246.0,26.0,19.0
2006,50111,AYACUCHO,HUAMANGA,ACOCRO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,1,32.0,1,236.0,88.0,18.0
2006,50111,AYACUCHO,HUAMANGA,ACOCRO,QATUN TARPUY,PARTIDO POLITICO,2,11.0,0,236.0,88.0,18.0
2006,50111,AYACUCHO,HUAMANGA,ACOCRO,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,3,11.0,0,236.0,88.0,18.0
2006,50111,AYACUCHO,HUAMANGA,ACOCRO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,28.0,0,236.0,88.0,18.0
2006,50111,AYACUCHO,HUAMANGA,ACOCRO,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,5,14.0,0,236.0,88.0,18.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,1,31.0,0,195.0,22.0,6.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,QATUN TARPUY,PARTIDO POLITICO,2,2.0,0,195.0,22.0,6.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,UNION POR EL PERU,LISTA INDEPENDIENTE,3,35.0,0,195.0,22.0,6.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,PARTIDO RENACIMIENTO ANDINO,LISTA INDEPENDIENTE,4,16.0,0,195.0,22.0,6.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,5,31.0,0,195.0,22.0,6.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,36.0,1,195.0,22.0,6.0
2006,50102,AYACUCHO,HUAMANGA,ACOS VINCHOS,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,5.0,0,195.0,22.0,6.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,FRENTE REGIONAL AYACUCHO,PARTIDO POLITICO,1,12.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,2,42.0,1,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,QATUN TARPUY,PARTIDO POLITICO,3,8.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,MIVA - CARMEN ALTO,DISTRITAL,4,18.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,ACCION POPULAR,LISTA INDEPENDIENTE,5,4.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,UNION POR EL PERU,LISTA INDEPENDIENTE,6,9.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,ALIANZA PARA EL PROGRESO,LISTA INDEPENDIENTE,7,9.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,8,13.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,9,6.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,10,21.0,0,249.0,21.0,19.0
2006,50103,AYACUCHO,HUAMANGA,CARMEN ALTO,ALIANZA ELECTORAL UNIDAD NACIONAL,LISTA INDEPENDIENTE,11,21.0,0,249.0,21.0,19.0
2006,50104,AYACUCHO,HUAMANGA,CHIARA,FRENTE REGIONAL AYACUCHO,PARTIDO POLITICO,1,46.0,1,193.0,29.0,8.0
2006,50104,AYACUCHO,HUAMANGA,CHIARA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,PARTIDO POLITICO,2,3.0,0,193.0,29.0,8.0
2006,50104,AYACUCHO,HUAMANGA,CHIARA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,5.0,0,193.0,29.0,8.0
