año,ubigeo,departamento,provincia,distrito,organizacion_politica,tipo_agrupacion,posicion_cedula,votos,ganador,electores_habiles,votos_blancos,votos_nulos
2006,10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,6.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,PARTIDO POLITICO,2,28.0,1,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,ENERGIA COMUNAL AMAZONICA,PARTIDO POLITICO,3,5.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,VISION AL FUTURO ,DISTRITAL,4,15.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,ACCION POPULAR,LISTA INDEPENDIENTE,5,28.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,UNION POR EL PERU,LISTA INDEPENDIENTE,6,11.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,ALIANZA PARA EL PROGRESO,LISTA INDEPENDIENTE,7,8.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,8,19.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,9,5.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,10,11.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,PERU AHORA,LISTA INDEPENDIENTE,11,7.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,PARTIDO SOCIALISTA,LISTA INDEPENDIENTE,12,10.0,0,250.0,23.0,12.0
2006,10206,AMAZONAS,BAGUA,IMAZA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,13,10.0,0,250.0,23.0,12.0
2006,10201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,0.0,1,250.0,0.0,0.0
2006,10201,AMAZONAS,BAGUA,LA PECA,ACCION POPULAR,LISTA INDEPENDIENTE,2,0.0,0,250.0,0.0,0.0
2006,10201,AMAZONAS,BAGUA,LA PECA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,0.0,0,250.0,0.0,0.0
2006,10201,AMAZONAS,BAGUA,LA PECA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,0.0,0,250.0,0.0,0.0
2006,10201,AMAZONAS,BAGUA,LA PECA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,0.0,0,250.0,0.0,0.0
2006,10201,AMAZONAS,BAGUA,LA PECA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,0.0,0,250.0,0.0,0.0
2006,10304,AMAZONAS,BONGARA,CHISQUILLA,ACCION POPULAR,LISTA INDEPENDIENTE,1,33.0,0,128.0,9.0,2.0
2006,10304,AMAZONAS,BONGARA,CHISQUILLA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,20.0,0,128.0,9.0,2.0
2006,10304,AMAZONAS,BONGARA,CHISQUILLA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,3,42.0,1,128.0,9.0,2.0
2006,10304,AMAZONAS,BONGARA,CHISQUILLA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,14.0,0,128.0,9.0,2.0
2006,10305,AMAZONAS,BONGARA,CHURUJA,ACCION POPULAR,LISTA INDEPENDIENTE,1,29.0,1,95.0,4.0,5.0
2006,10305,AMAZONAS,BONGARA,CHURUJA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,25.0,0,95.0,4.0,5.0
2006,10305,AMAZONAS,BONGARA,CHURUJA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,3,5.0,0,95.0,4.0,5.0
2006,10305,AMAZONAS,BONGARA,CHURUJA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,23.0,0,95.0,4.0,5.0
2006,10302,AMAZONAS,BONGARA,COROSHA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,39.0,1,182.0,9.0,8.0
2006,10302,AMAZONAS,BONGARA,COROSHA,ACCION POPULAR,LISTA INDEPENDIENTE,2,31.0,0,182.0,9.0,8.0
2006,10302,AMAZONAS,BONGARA,COROSHA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,29.0,0,182.0,9.0,8.0
2006,10302,AMAZONAS,BONGARA,COROSHA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,23.0,0,182.0,9.0,8.0
2006,10302,AMAZONAS,BONGARA,COROSHA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,23.0,0,182.0,9.0,8.0
2006,10302,AMAZONAS,BONGARA,COROSHA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,6,12.0,0,182.0,9.0,8.0
2006,10303,AMAZONAS,BONGARA,CUISPES,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,28.0,0,113.0,11.0,5.0
2006,10303,AMAZONAS,BONGARA,CUISPES,ACCION POPULAR,LISTA INDEPENDIENTE,2,12.0,0,113.0,11.0,5.0
2006,10303,AMAZONAS,BONGARA,CUISPES,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,36.0,1,113.0,11.0,5.0
2006,10303,AMAZONAS,BONGARA,CUISPES,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,13.0,0,113.0,11.0,5.0
2006,10306,AMAZONAS,BONGARA,FLORIDA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,7.0,0,178.0,8.0,7.0
2006,10306,AMAZONAS,BONGARA,FLORIDA,ACCION POPULAR,LISTA INDEPENDIENTE,2,29.0,0,178.0,8.0,7.0
2006,10306,AMAZONAS,BONGARA,FLORIDA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,64.0,1,178.0,8.0,7.0
2006,10306,AMAZONAS,BONGARA,FLORIDA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,12.0,0,178.0,8.0,7.0
2006,10306,AMAZONAS,BONGARA,FLORIDA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,25.0,0,178.0,8.0,7.0
2006,10312,AMAZONAS,BONGARA,JAZAN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,57.0,1,247.0,14.0,14.0
2006,10312,AMAZONAS,BONGARA,JAZAN,ACCION POPULAR,LISTA INDEPENDIENTE,2,40.0,0,247.0,14.0,14.0
2006,10312,AMAZONAS,BONGARA,JAZAN,UNION POR EL PERU,LISTA INDEPENDIENTE,3,12.0,0,247.0,14.0,14.0
2006,10312,AMAZONAS,BONGARA,JAZAN,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,9.0,0,247.0,14.0,14.0
2006,10312,AMAZONAS,BONGARA,JAZAN,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,5,6.0,0,247.0,14.0,14.0
2006,10312,AMAZONAS,BONGARA,JAZAN,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,20.0,0,247.0,14.0,14.0
2006,10312,AMAZONAS,BONGARA,JAZAN,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,38.0,0,247.0,14.0,14.0
2006,10307,AMAZONAS,BONGARA,RECTA,ACCION POPULAR,LISTA INDEPENDIENTE,1,13.0,0,94.0,3.0,3.0
2006,10307,AMAZONAS,BONGARA,RECTA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,53.0,1,94.0,3.0,3.0
2006,10307,AMAZONAS,BONGARA,RECTA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,3,17.0,0,94.0,3.0,3.0
2006,10308,AMAZONAS,BONGARA,SAN CARLOS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,51.0,0,220.0,18.0,9.0
2006,10308,AMAZONAS,BONGARA,SAN CARLOS,ACCION POPULAR,LISTA INDEPENDIENTE,2,37.0,0,220.0,18.0,9.0
2006,10308,AMAZONAS,BONGARA,SAN CARLOS,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,19.0,0,220.0,18.0,9.0
2006,10308,AMAZONAS,BONGARA,SAN CARLOS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,53.0,1,220.0,18.0,9.0
2006,10308,AMAZONAS,BONGARA,SAN CARLOS,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,5,18.0,0,220.0,18.0,9.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,0.0,1,151.0,0.0,139.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,ACCION POPULAR,LISTA INDEPENDIENTE,2,0.0,0,151.0,0.0,139.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,0.0,0,151.0,0.0,139.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,0.0,0,151.0,0.0,139.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,5,0.0,0,151.0,0.0,139.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,0.0,0,151.0,0.0,139.0
2006,10309,AMAZONAS,BONGARA,SHIPASBAMBA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,7,0.0,0,151.0,0.0,139.0
2006,10310,AMAZONAS,BONGARA,VALERA,UNION PROGRESISTA VALERA,DISTRITAL,1,32.0,0,235.0,15.0,10.0
2006,10310,AMAZONAS,BONGARA,VALERA,ACCION POPULAR,LISTA INDEPENDIENTE,2,38.0,0,235.0,15.0,10.0
2006,10310,AMAZONAS,BONGARA,VALERA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,52.0,0,235.0,15.0,10.0
2006,10310,AMAZONAS,BONGARA,VALERA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,9.0,0,235.0,15.0,10.0
2006,10310,AMAZONAS,BONGARA,VALERA,ALIANZA ELECTORAL UNIDAD NACIONAL,LISTA INDEPENDIENTE,5,58.0,1,235.0,15.0,10.0
2006,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,22.0,0,235.0,18.0,12.0
2006,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,ACCION POPULAR,LISTA INDEPENDIENTE,2,42.0,0,235.0,18.0,12.0
2006,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,3.0,0,235.0,18.0,12.0
2006,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,52.0,1,235.0,18.0,12.0
2006,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,5,25.0,0,235.0,18.0,12.0
2006,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,35.0,0,235.0,18.0,12.0
2006,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,50.0,0,224.0,7.0,7.0
2006,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,ACCION POPULAR,LISTA INDEPENDIENTE,2,35.0,0,224.0,7.0,7.0
2006,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,88.0,1,224.0,7.0,7.0
2006,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,23.0,0,224.0,7.0,7.0
2006,10103,AMAZONAS,CHACHAPOYAS,BALSAS,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,1,17.0,0,125.0,6.0,1.0
2006,10103,AMAZONAS,CHACHAPOYAS,BALSAS,ACCION POPULAR,LISTA INDEPENDIENTE,2,4.0,0,125.0,6.0,1.0
2006,10103,AMAZONAS,CHACHAPOYAS,BALSAS,UNION POR EL PERU,LISTA INDEPENDIENTE,3,29.0,0,125.0,6.0,1.0
2006,10103,AMAZONAS,CHACHAPOYAS,BALSAS,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,4,19.0,0,125.0,6.0,1.0
2006,10103,AMAZONAS,CHACHAPOYAS,BALSAS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,39.0,1,125.0,6.0,1.0
2006,10104,AMAZONAS,CHACHAPOYAS,CHETO,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,1,55.0,0,249.0,27.0,2.0
2006,10104,AMAZONAS,CHACHAPOYAS,CHETO,ACCION POPULAR,LISTA INDEPENDIENTE,2,31.0,0,249.0,27.0,2.0
2006,10104,AMAZONAS,CHACHAPOYAS,CHETO,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,3,58.0,0,249.0,27.0,2.0
2006,10104,AMAZONAS,CHACHAPOYAS,CHETO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,64.0,1,249.0,27.0,2.0
2006,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,7.0,0,226.0,26.0,6.0
2006,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,ACCION POPULAR,LISTA INDEPENDIENTE,2,10.0,0,226.0,26.0,6.0
2006,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,UNION POR EL PERU,LISTA INDEPENDIENTE,3,55.0,0,226.0,26.0,6.0
2006,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,97.0,1,226.0,26.0,6.0
2006,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,1,48.0,0,234.0,18.0,2.0
2006,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,UNION POR EL PERU,LISTA INDEPENDIENTE,2,37.0,0,234.0,18.0,2.0
2006,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,3,36.0,0,234.0,18.0,2.0
2006,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,62.0,1,234.0,18.0,2.0
2006,10107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,7.0,0,148.0,7.0,0.0
2006,10107,AMAZONAS,CHACHAPOYAS,GRANADA,ACCION POPULAR,LISTA INDEPENDIENTE,2,27.0,0,148.0,7.0,0.0
2006,10107,AMAZONAS,CHACHAPOYAS,GRANADA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,22.0,0,148.0,7.0,0.0
2006,10107,AMAZONAS,CHACHAPOYAS,GRANADA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,4,30.0,0,148.0,7.0,0.0
2006,10107,AMAZONAS,CHACHAPOYAS,GRANADA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,5,42.0,1,148.0,7.0,0.0
2006,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,15.0,0,119.0,7.0,6.0
2006,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,2,6.0,0,119.0,7.0,6.0
2006,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,ACCION POPULAR,LISTA INDEPENDIENTE,3,11.0,0,119.0,7.0,6.0
2006,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,UNION POR EL PERU,LISTA INDEPENDIENTE,4,31.0,1,119.0,7.0,6.0
2006,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,19.0,0,119.0,7.0,6.0
2006,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,6,16.0,0,119.0,7.0,6.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,7.0,0,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,2,27.0,0,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,ACCION POPULAR,LISTA INDEPENDIENTE,3,8.0,0,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,UNION POR EL PERU,LISTA INDEPENDIENTE,4,65.0,1,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,16.0,0,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,6,3.0,0,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,7,34.0,0,237.0,22.0,12.0
2006,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,8,22.0,0,237.0,22.0,12.0
2006,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,27.0,0,162.0,12.0,15.0
2006,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,ACCION POPULAR,LISTA INDEPENDIENTE,2,41.0,1,162.0,12.0,15.0
2006,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,UNION POR EL PERU,LISTA INDEPENDIENTE,3,25.0,0,162.0,12.0,15.0
2006,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,31.0,0,162.0,12.0,15.0
2006,10110,AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,1,11.0,0,227.0,0.0,22.0
2006,10110,AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,96.0,1,227.0,0.0,22.0
2006,10110,AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,3,59.0,0,227.0,0.0,22.0
2006,10110,AMAZONAS,CHACHAPOYAS,LEYMEBAMBA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,4,6.0,0,227.0,0.0,22.0
2006,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,ACCION POPULAR,LISTA INDEPENDIENTE,1,3.0,0,182.0,32.0,6.0
2006,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,75.0,1,182.0,32.0,6.0
2006,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,3,49.0,0,182.0,32.0,6.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,1,34.0,1,236.0,19.0,15.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ACCION POPULAR,LISTA INDEPENDIENTE,2,10.0,0,236.0,19.0,15.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,UNION POR EL PERU,LISTA INDEPENDIENTE,3,28.0,0,236.0,19.0,15.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ALIANZA PARA EL PROGRESO,LISTA INDEPENDIENTE,4,32.0,0,236.0,19.0,15.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,5,17.0,0,236.0,19.0,15.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,6,7.0,0,236.0,19.0,15.0
2006,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,7,31.0,0,236.0,19.0,15.0
2006,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,ACCION POPULAR,LISTA INDEPENDIENTE,1,61.0,1,231.0,32.0,7.0
2006,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,42.0,0,231.0,32.0,7.0
2006,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,3,31.0,0,231.0,32.0,7.0
2006,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,PARTIDO NACIONALISTA PERUANO,LISTA INDEPENDIENTE,4,42.0,0,231.0,32.0,7.0
2006,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,PARTIDO POLITICO,1,35.0,1,113.0,10.0,2.0
2006,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,2,28.0,0,113.0,10.0,2.0
2006,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,ACCION POPULAR,LISTA INDEPENDIENTE,3,3.0,0,113.0,10.0,2.0
2006,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,26.0,0,113.0,10.0,2.0
2006,10116,AMAZONAS,CHACHAPOYAS,OLLEROS,INTEGRACION 6 DE JUNIO,PARTIDO POLITICO,1,56.0,0,213.0,22.0,2.0
2006,10116,AMAZONAS,CHACHAPOYAS,OLLEROS,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,85.0,1,213.0,22.0,2.0
2006,10116,AMAZONAS,CHACHAPOYAS,OLLEROS,AGRUPACION INDEPENDIENTE SI CUMPLE,LISTA INDEPENDIENTE,3,17.0,0,213.0,22.0,2.0
2006,10116,AMAZONAS,CHACHAPOYAS,OLLEROS,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,4,18.0,0,213.0,22.0,2.0
2006,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,ACCION POPULAR,LISTA INDEPENDIENTE,1,37.0,1,94.0,13.0,5.0
2006,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,FUERZA DEMOCRATICA,LISTA INDEPENDIENTE,2,8.0,0,94.0,13.0,5.0
2006,10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,PARTIDO APRISTA PERUANO,LISTA INDEPENDIENTE,3,25.0,0,94.0,13.0,5.0
