año,ubigeo,departamento,provincia,distrito,organizacion_politica,tipo_agrupacion,posicion_cedula,votos,ganador,electores_habiles,votos_blancos,votos_nulos
2014,10309,AMAZONAS,BONGARA,SHIPASBAMBA,TODOS SOMOS AMAZONAS,REGIONAL,1,5.0,0,269.0,8.0,6.0
2014,10309,AMAZONAS,BONGARA,SHIPASBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,2,32.0,0,269.0,8.0,6.0
2014,10309,AMAZONAS,BONGARA,SHIPASBAMBA,OBRAS POR AMAZONAS,REGIONAL,3,86.0,1,269.0,8.0,6.0
2014,10309,AMAZONAS,BONGARA,SHIPASBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,4,79.0,0,269.0,8.0,6.0
2014,10309,AMAZONAS,BONGARA,SHIPASBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,5,17.0,0,269.0,8.0,6.0
2014,10310,AMAZONAS,BONGARA,VALERA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,1,17.0,0,298.0,19.0,12.0
2014,10310,AMAZONAS,BONGARA,VALERA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,2,13.0,0,298.0,19.0,12.0
2014,10310,AMAZONAS,BONGARA,VALERA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,3,22.0,0,298.0,19.0,12.0
2014,10310,AMAZONAS,BONGARA,VALERA,OBRAS POR AMAZONAS,REGIONAL,4,101.0,1,298.0,19.0,12.0
2014,10310,AMAZONAS,BONGARA,VALERA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,5,56.0,0,298.0,19.0,12.0
2014,10310,AMAZONAS,BONGARA,VALERA,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIONAL,6,14.0,0,298.0,19.0,12.0
2014,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,ALIANZA PARA EL PROGRESO,NACIONAL,1,2.0,0,293.0,17.0,6.0
2014,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,2,65.0,1,293.0,17.0,6.0
2014,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,TODOS SOMOS AMAZONAS,REGIONAL,3,7.0,0,293.0,17.0,6.0
2014,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,4,14.0,0,293.0,17.0,6.0
2014,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,5,65.0,0,293.0,17.0,6.0
2014,10311,AMAZONAS,BONGARA,YAMBRASBAMBA,OBRAS POR AMAZONAS,REGIONAL,6,56.0,0,293.0,17.0,6.0
2014,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,OBRAS POR AMAZONAS,REGIONAL,1,11.0,0,298.0,12.0,5.0
2014,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,2,122.0,1,298.0,12.0,5.0
2014,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,3,14.0,0,298.0,12.0,5.0
2014,10102,AMAZONAS,CHACHAPOYAS,ASUNCION,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,4,116.0,0,298.0,12.0,5.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,1,10.0,0,187.0,7.0,6.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,OBRAS POR AMAZONAS,REGIONAL,2,5.0,0,187.0,7.0,6.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,3,23.0,0,187.0,7.0,6.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,ALIANZA PARA EL PROGRESO,NACIONAL,4,13.0,0,187.0,7.0,6.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,UNIDAD Y DEMOCRACIA DE AMAZONAS,REGIONAL,5,26.0,0,187.0,7.0,6.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,6,16.0,0,187.0,7.0,6.0
2014,10103,AMAZONAS,CHACHAPOYAS,BALSAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,7,37.0,1,187.0,7.0,6.0
2014,10104,AMAZONAS,CHACHAPOYAS,CHETO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,1,103.0,0,254.0,9.0,1.0
2014,10104,AMAZONAS,CHACHAPOYAS,CHETO,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,2,129.0,1,254.0,9.0,1.0
2014,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,1,66.0,0,298.0,22.0,10.0
2014,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,2,84.0,1,298.0,22.0,10.0
2014,10105,AMAZONAS,CHACHAPOYAS,CHILIQUIN,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,3,63.0,0,298.0,22.0,10.0
2014,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,OBRAS POR AMAZONAS,REGIONAL,1,2.0,0,255.0,22.0,10.0
2014,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,2,31.0,0,255.0,22.0,10.0
2014,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,ALIANZA PARA EL PROGRESO,NACIONAL,3,65.0,1,255.0,22.0,10.0
2014,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,4,45.0,0,255.0,22.0,10.0
2014,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,5,27.0,0,255.0,22.0,10.0
2014,10106,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,6,4.0,0,255.0,22.0,10.0
2014,10107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,1,50.0,1,171.0,7.0,2.0
2014,10107,AMAZONAS,CHACHAPOYAS,GRANADA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,2,44.0,0,171.0,7.0,2.0
2014,10107,AMAZONAS,CHACHAPOYAS,GRANADA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,3,45.0,0,171.0,7.0,2.0
2014,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,1,34.0,0,212.0,13.0,13.0
2014,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,2,8.0,0,212.0,13.0,13.0
2014,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,3,44.0,1,212.0,13.0,13.0
2014,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,TODOS SOMOS AMAZONAS,REGIONAL,4,21.0,0,212.0,13.0,13.0
2014,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,5,21.0,0,212.0,13.0,13.0
2014,10108,AMAZONAS,CHACHAPOYAS,HUANCAS,OBRAS POR AMAZONAS,REGIONAL,6,26.0,0,212.0,13.0,13.0
2014,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,1,39.0,0,275.0,22.0,19.0
2014,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,OBRAS POR AMAZONAS,REGIONAL,2,78.0,1,275.0,22.0,19.0
2014,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,3,57.0,0,275.0,22.0,19.0
2014,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,4,1.0,0,275.0,22.0,19.0
2014,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,5,8.0,0,275.0,22.0,19.0
2014,10109,AMAZONAS,CHACHAPOYAS,LA JALCA,ALIANZA PARA EL PROGRESO,NACIONAL,6,22.0,0,275.0,22.0,19.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,1,38.0,1,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,TODOS SOMOS AMAZONAS,REGIONAL,2,23.0,0,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,3,21.0,0,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,OBRAS POR AMAZONAS,REGIONAL,4,14.0,0,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,5,17.0,0,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,PARTIDO APRISTA PERUANO,NACIONAL,6,19.0,0,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ALIANZA PARA EL PROGRESO,NACIONAL,7,37.0,0,260.0,12.0,17.0
2014,10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,8,2.0,0,260.0,12.0,17.0
2014,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,1,62.0,1,269.0,14.0,23.0
2014,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,2,49.0,0,269.0,14.0,23.0
2014,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,3,18.0,0,269.0,14.0,23.0
2014,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,OBRAS POR AMAZONAS,REGIONAL,4,2.0,0,269.0,14.0,23.0
2014,10111,AMAZONAS,CHACHAPOYAS,LEVANTO,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,5,58.0,0,269.0,14.0,23.0
2014,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,1,6.0,0,241.0,12.0,11.0
2014,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,2,36.0,0,241.0,12.0,11.0
2014,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,3,63.0,1,241.0,12.0,11.0
2014,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,4,63.0,0,241.0,12.0,11.0
2014,10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,OBRAS POR AMAZONAS,REGIONAL,5,2.0,0,241.0,12.0,11.0
2014,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,1,40.0,0,276.0,17.0,14.0
2014,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,2,12.0,0,276.0,17.0,14.0
2014,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,OBRAS POR AMAZONAS,REGIONAL,3,44.0,0,276.0,17.0,14.0
2014,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,4,80.0,1,276.0,17.0,14.0
2014,10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ALIANZA PARA EL PROGRESO,NACIONAL,5,4.0,0,276.0,17.0,14.0
2014,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,REGIONAL,1,27.0,0,249.0,20.0,6.0
2014,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,2,84.0,1,249.0,20.0,6.0
2014,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,OBRAS POR AMAZONAS,REGIONAL,3,10.0,0,249.0,20.0,6.0
2014,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,4,69.0,0,249.0,20.0,6.0
2014,10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,5,4.0,0,249.0,20.0,6.0
2014,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,REGIONAL,1,50.0,0,241.0,16.0,4.0
2014,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,REGIONAL,2,88.0,1,241.0,16.0,4.0
2014,10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,SENTIMIENTO AMAZONENSE REGIONAL,REGIONAL,3,45.0,0,241.0,16.0,4.0
