ubigeo,region,provincia,distrito,organizacion_politica,total_votos,sexo,origen_apellido
40218,AREQUIPA,CAYLLOMA,TUTI,DECIDE,94,M,CASTELLANO
40218,AREQUIPA,CAYLLOMA,TUTI,PARTIDO APRISTA PERUANO,149,M,CASTELLANO
40219,AREQUIPA,CAYLLOMA,YANQUE,AREQUIPA AVANCEMOS,670,M,CASTELLANO
40219,AREQUIPA,CAYLLOMA,YANQUE,DECIDE,368,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,ALIANZA PARA EL PROGRESO,873,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,ALIANZA POR AREQUIPA,3603,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,AREQUIPA AVANCEMOS,1911,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,AREQUIPA RENACE,6796,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,DECIDE,4796,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,FRENTE DE MOVILIZACION SOCIAL,208,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,MOVIMIENTO ETNOCACERISTA AREQUIPA,766,M,CASTELLANO
40220,AREQUIPA,CAYLLOMA,MAJES,PARTIDO APRISTA PERUANO,174,M,CASTELLANO
40302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,ALIANZA PARA EL PROGRESO,276,F,CASTELLANO
40302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,ALIANZA POR AREQUIPA,541,F,CASTELLANO
40302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,FRENTE CIVICO POR CAMANA,720,F,CASTELLANO
40302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,FUERZA AREQUIPEÑA,879,F,CASTELLANO
40303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,ALIANZA POR AREQUIPA,273,M,CASTELLANO
40303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,DECIDE,5,M,CASTELLANO
40303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,FRENTE CIVICO POR CAMANA,45,M,CASTELLANO
40303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,FUERZA AREQUIPEÑA,228,M,CASTELLANO
40304,AREQUIPA,CAMANA,MARISCAL CACERES,ALIANZA PARA EL PROGRESO,266,M,AYMARA
40304,AREQUIPA,CAMANA,MARISCAL CACERES,ALIANZA POR AREQUIPA,729,M,AYMARA
40304,AREQUIPA,CAMANA,MARISCAL CACERES,AREQUIPA PRIMERO,89,M,AYMARA
40304,AREQUIPA,CAMANA,MARISCAL CACERES,FUERZA AREQUIPEÑA,1211,M,AYMARA
40304,AREQUIPA,CAMANA,MARISCAL CACERES,PERU POSIBLE,255,M,AYMARA
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,ALIANZA PARA EL PROGRESO,233,M,CASTELLANO
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,ALIANZA POR AREQUIPA,534,M,CASTELLANO
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,AREQUIPA PRIMERO,42,M,CASTELLANO
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,DECIDE,307,M,CASTELLANO
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,FRENTE CIVICO POR CAMANA,1030,M,CASTELLANO
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,FUERZA AREQUIPEÑA,1426,M,CASTELLANO
40306,AREQUIPA,CAMANA,OCOÑA,ALIANZA POR AREQUIPA,757,M,CASTELLANO
40306,AREQUIPA,CAMANA,OCOÑA,AREQUIPA PRIMERO,240,M,CASTELLANO
40306,AREQUIPA,CAMANA,OCOÑA,FRENTE CIVICO POR CAMANA,410,M,CASTELLANO
40306,AREQUIPA,CAMANA,OCOÑA,FUERZA AREQUIPEÑA,805,M,CASTELLANO
40306,AREQUIPA,CAMANA,OCOÑA,JUNTOS POR EL SUR,204,M,CASTELLANO
40307,AREQUIPA,CAMANA,QUILCA,ACCION POPULAR,243,M,CASTELLANO
40307,AREQUIPA,CAMANA,QUILCA,ALIANZA POR AREQUIPA,11,M,CASTELLANO
40307,AREQUIPA,CAMANA,QUILCA,FUERZA AREQUIPEÑA,203,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,ALIANZA PARA EL PROGRESO,180,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,ALIANZA POR AREQUIPA,2423,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,AREQUIPA AVANCEMOS,134,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,AREQUIPA PRIMERO,104,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,DECIDE,187,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,FRENTE CIVICO POR CAMANA,1975,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,FUERZA AREQUIPEÑA,1898,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,JUNTOS POR EL SUR,102,M,CASTELLANO
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,PERU POSIBLE,189,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,ALIANZA POR AREQUIPA,76,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,DECIDE,29,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,FUERZA 2011,263,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,FUERZA AREQUIPEÑA,126,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,JUNTOS POR EL SUR,819,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,PARTICIPA ACARI,375,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,PARTIDO APRISTA PERUANO,346,M,CASTELLANO
40402,AREQUIPA,CARAVELI,ACARI,PERU POSIBLE,69,M,CASTELLANO
40403,AREQUIPA,CARAVELI,ATICO,ALIANZA POR AREQUIPA,712,M,CASTELLANO
40403,AREQUIPA,CARAVELI,ATICO,FUERZA 2011,240,M,CASTELLANO
40403,AREQUIPA,CARAVELI,ATICO,FUERZA AREQUIPEÑA,1110,M,CASTELLANO
40404,AREQUIPA,CARAVELI,ATIQUIPA,ACCION POPULAR,46,M,QUECHUA
40404,AREQUIPA,CARAVELI,ATIQUIPA,ALIANZA POR AREQUIPA,77,M,QUECHUA
40404,AREQUIPA,CARAVELI,ATIQUIPA,FUERZA 2011,134,M,QUECHUA
40404,AREQUIPA,CARAVELI,ATIQUIPA,FUERZA AREQUIPEÑA,137,M,QUECHUA
40405,AREQUIPA,CARAVELI,BELLA UNION,FUERZA 2011,125,M,CASTELLANO
40405,AREQUIPA,CARAVELI,BELLA UNION,FUERZA AREQUIPEÑA,346,M,CASTELLANO
40405,AREQUIPA,CARAVELI,BELLA UNION,PARTIDO APRISTA PERUANO,389,M,CASTELLANO
40406,AREQUIPA,CARAVELI,CAHUACHO,ALIANZA POR AREQUIPA,135,M,CASTELLANO
40406,AREQUIPA,CARAVELI,CAHUACHO,DECIDE,88,M,CASTELLANO
40406,AREQUIPA,CARAVELI,CAHUACHO,FUERZA AREQUIPEÑA,198,M,CASTELLANO
40407,AREQUIPA,CARAVELI,CHALA,ALIANZA POR AREQUIPA,87,M,QUECHUA
40407,AREQUIPA,CARAVELI,CHALA,FUERZA 2011,776,M,QUECHUA
40407,AREQUIPA,CARAVELI,CHALA,FUERZA AREQUIPEÑA,500,M,QUECHUA
40407,AREQUIPA,CARAVELI,CHALA,JUNTOS POR EL SUR,107,M,QUECHUA
40407,AREQUIPA,CARAVELI,CHALA,PARTIDO APRISTA PERUANO,630,M,QUECHUA
40408,AREQUIPA,CARAVELI,CHAPARRA,ALIANZA POR AREQUIPA,113,M,QUECHUA
40408,AREQUIPA,CARAVELI,CHAPARRA,FUERZA 2011,250,M,QUECHUA
40408,AREQUIPA,CARAVELI,CHAPARRA,FUERZA AREQUIPEÑA,385,M,QUECHUA
40408,AREQUIPA,CARAVELI,CHAPARRA,JUNTOS POR EL SUR,51,M,QUECHUA
40408,AREQUIPA,CARAVELI,CHAPARRA,PARTIDO APRISTA PERUANO,251,M,QUECHUA
40409,AREQUIPA,CARAVELI,HUANUHUANU,ALIANZA POR AREQUIPA,242,M,CASTELLANO
40409,AREQUIPA,CARAVELI,HUANUHUANU,FUERZA 2011,123,M,CASTELLANO
40409,AREQUIPA,CARAVELI,HUANUHUANU,FUERZA AREQUIPEÑA,92,M,CASTELLANO
40410,AREQUIPA,CARAVELI,JAQUI,PARTIDO APRISTA PERUANO,365,M,CASTELLANO
40410,AREQUIPA,CARAVELI,JAQUI,PARTIDO DEMOCRATICO SOMOS PERU,601,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,ACCION POPULAR,153,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,ALIANZA PARA EL PROGRESO,51,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,ALIANZA POR AREQUIPA,93,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,AREQUIPA RENACE,111,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,FUERZA 2011,113,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,FUERZA AREQUIPEÑA,85,M,CASTELLANO
40411,AREQUIPA,CARAVELI,LOMAS,PARTIDO APRISTA PERUANO,18,M,CASTELLANO
40412,AREQUIPA,CARAVELI,QUICACHA,ALIANZA POR AREQUIPA,238,M,CASTELLANO
40412,AREQUIPA,CARAVELI,QUICACHA,FUERZA 2011,191,M,CASTELLANO
40412,AREQUIPA,CARAVELI,QUICACHA,FUERZA AREQUIPEÑA,145,M,CASTELLANO
40413,AREQUIPA,CARAVELI,YAUCA,ALIANZA POR AREQUIPA,404,M,CASTELLANO
40413,AREQUIPA,CARAVELI,YAUCA,FUERZA 2011,178,M,CASTELLANO
40413,AREQUIPA,CARAVELI,YAUCA,FUERZA AREQUIPEÑA,313,M,CASTELLANO
40502,AREQUIPA,CASTILLA,ANDAGUA,AREQUIPA 2010,27,M,CASTELLANO
40502,AREQUIPA,CASTILLA,ANDAGUA,AREQUIPA RENACE,45,M,CASTELLANO
40502,AREQUIPA,CASTILLA,ANDAGUA,FUERZA AREQUIPEÑA,155,M,CASTELLANO
40502,AREQUIPA,CASTILLA,ANDAGUA,JUNTOS POR EL SUR,22,M,CASTELLANO
40502,AREQUIPA,CASTILLA,ANDAGUA,LISTA INDEPENDIENTE CASTILLA AVANZA,378,M,CASTELLANO
40502,AREQUIPA,CASTILLA,ANDAGUA,PARTIDO APRISTA PERUANO,75,M,CASTELLANO
40503,AREQUIPA,CASTILLA,AYO,ACCION POPULAR,72,M,QUECHUA
40503,AREQUIPA,CASTILLA,AYO,AREQUIPA RENACE,37,M,QUECHUA
40503,AREQUIPA,CASTILLA,AYO,FUERZA AREQUIPEÑA,67,M,QUECHUA
40503,AREQUIPA,CASTILLA,AYO,JUNTOS POR EL SUR,26,M,QUECHUA
40503,AREQUIPA,CASTILLA,AYO,LISTA INDEPENDIENTE CASTILLA AVANZA,56,M,QUECHUA
40504,AREQUIPA,CASTILLA,CHACHAS,AREQUIPA RENACE,63,M,CASTELLANO
40504,AREQUIPA,CASTILLA,CHACHAS,DECIDE,78,M,CASTELLANO
40504,AREQUIPA,CASTILLA,CHACHAS,FUERZA AREQUIPEÑA,225,M,CASTELLANO
40504,AREQUIPA,CASTILLA,CHACHAS,JUNTOS POR EL SUR,51,M,CASTELLANO
40504,AREQUIPA,CASTILLA,CHACHAS,LISTA INDEPENDIENTE CASTILLA AVANZA,25,M,CASTELLANO
40504,AREQUIPA,CASTILLA,CHACHAS,MOVIMIENTO INDEPENDIENTE LEON DEL SUR,85,M,CASTELLANO
40504,AREQUIPA,CASTILLA,CHACHAS,PERU POSIBLE,72,M,CASTELLANO
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,ACCION POPULAR,39,M,CASTELLANO
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,AREQUIPA RENACE,130,M,CASTELLANO
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,FUERZA AREQUIPEÑA,83,M,CASTELLANO
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,LISTA INDEPENDIENTE CASTILLA AVANZA,109,M,CASTELLANO
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,MOVIMIENTO ETNOCACERISTA AREQUIPA,128,M,CASTELLANO
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,PARTIDO APRISTA PERUANO,29,M,CASTELLANO
40506,AREQUIPA,CASTILLA,CHOCO,ALIANZA POR AREQUIPA,75,M,CASTELLANO
40506,AREQUIPA,CASTILLA,CHOCO,DECIDE,40,M,CASTELLANO
40506,AREQUIPA,CASTILLA,CHOCO,LISTA INDEPENDIENTE CASTILLA AVANZA,107,M,CASTELLANO
40506,AREQUIPA,CASTILLA,CHOCO,PARTIDO APRISTA PERUANO,99,M,CASTELLANO
40507,AREQUIPA,CASTILLA,HUANCARQUI,ALIANZA PARA EL PROGRESO,90,M,CASTELLANO
40507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA RENACE,372,M,CASTELLANO
40507,AREQUIPA,CASTILLA,HUANCARQUI,FUERZA AREQUIPEÑA,45,M,CASTELLANO
40507,AREQUIPA,CASTILLA,HUANCARQUI,LISTA INDEPENDIENTE CASTILLA AVANZA,159,M,CASTELLANO
40507,AREQUIPA,CASTILLA,HUANCARQUI,PARTIDO APRISTA PERUANO,253,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,ALIANZA POR AREQUIPA,36,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA RENACE,96,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,FUERZA AREQUIPEÑA,29,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,JUNTOS POR EL SUR,56,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,LISTA INDEPENDIENTE CASTILLA AVANZA,69,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,MOVIMIENTO NUEVA IZQUIERDA,19,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,PARTIDO APRISTA PERUANO,40,M,CASTELLANO
40508,AREQUIPA,CASTILLA,MACHAGUAY,PERU POSIBLE,43,M,CASTELLANO
40509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA RENACE,833,M,CASTELLANO
40509,AREQUIPA,CASTILLA,ORCOPAMPA,DECIDE,208,M,CASTELLANO
40509,AREQUIPA,CASTILLA,ORCOPAMPA,FUERZA AREQUIPEÑA,753,M,CASTELLANO
40509,AREQUIPA,CASTILLA,ORCOPAMPA,LISTA INDEPENDIENTE CASTILLA AVANZA,461,M,CASTELLANO
40510,AREQUIPA,CASTILLA,PAMPACOLCA,AREQUIPA RENACE,204,M,QUECHUA
40510,AREQUIPA,CASTILLA,PAMPACOLCA,LISTA INDEPENDIENTE CASTILLA AVANZA,461,M,QUECHUA
40510,AREQUIPA,CASTILLA,PAMPACOLCA,PARTIDO APRISTA PERUANO,482,M,QUECHUA
40510,AREQUIPA,CASTILLA,PAMPACOLCA,PERU POSIBLE,345,M,QUECHUA
40511,AREQUIPA,CASTILLA,TIPAN,DECIDE,68,F,CASTELLANO
40511,AREQUIPA,CASTILLA,TIPAN,FUERZA AREQUIPEÑA,55,F,CASTELLANO
40511,AREQUIPA,CASTILLA,TIPAN,JUNTOS POR EL SUR,71,F,CASTELLANO
40511,AREQUIPA,CASTILLA,TIPAN,PARTIDO APRISTA PERUANO,49,F,CASTELLANO
40511,AREQUIPA,CASTILLA,TIPAN,PERU POSIBLE,46,F,CASTELLANO
40512,AREQUIPA,CASTILLA,URACA,AREQUIPA RENACE,1675,M,CASTELLANO
40512,AREQUIPA,CASTILLA,URACA,FUERZA AREQUIPEÑA,1014,M,CASTELLANO
40512,AREQUIPA,CASTILLA,URACA,JUNTOS POR EL SUR,48,M,CASTELLANO
40512,AREQUIPA,CASTILLA,URACA,MOVIMIENTO INDEPENDIENTE LEON DEL SUR,705,M,CASTELLANO
40512,AREQUIPA,CASTILLA,URACA,PARTIDO APRISTA PERUANO,452,M,CASTELLANO
40513,AREQUIPA,CASTILLA,UÑON,AREQUIPA RENACE,55,M,CASTELLANO
40513,AREQUIPA,CASTILLA,UÑON,LISTA INDEPENDIENTE CASTILLA AVANZA,57,M,CASTELLANO
40513,AREQUIPA,CASTILLA,UÑON,PARTIDO APRISTA PERUANO,36,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,AGRUPACION INDEPENDIENTE SI CUMPLE,42,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,AREQUIPA RENACE,160,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,FUERZA AREQUIPEÑA,42,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,JUNTOS POR EL SUR,29,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,LISTA INDEPENDIENTE CASTILLA AVANZA,238,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,PARTIDO APRISTA PERUANO,205,M,CASTELLANO
40514,AREQUIPA,CASTILLA,VIRACO,PERU POSIBLE,150,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,ALIANZA POR AREQUIPA,28,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,AREQUIPA AVANCEMOS,39,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,CONDESUYOS PROGRESA,123,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,DECIDE,31,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,FUERZA AREQUIPEÑA,104,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,MOVIMIENTO NUEVA IZQUIERDA,26,M,CASTELLANO
40602,AREQUIPA,CONDESUYOS,ANDARAY,PARTIDO APRISTA PERUANO,8,M,CASTELLANO
40603,AREQUIPA,CONDESUYOS,CAYARANI,ACCION POPULAR,251,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,AREQUIPA AVANCEMOS,211,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,AREQUIPA RENACE,70,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,CONDESUYOS PROGRESA,157,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,FUERZA AREQUIPEÑA,286,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,JUNTOS POR EL SUR,88,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,MOVIMIENTO NUEVA IZQUIERDA,47,M,QUECHUA
40603,AREQUIPA,CONDESUYOS,CAYARANI,PARTIDO APRISTA PERUANO,62,M,QUECHUA
40604,AREQUIPA,CONDESUYOS,CHICHAS,ALIANZA PARA EL PROGRESO,18,M,CASTELLANO
40604,AREQUIPA,CONDESUYOS,CHICHAS,AREQUIPA AVANCEMOS,38,M,CASTELLANO
40604,AREQUIPA,CONDESUYOS,CHICHAS,CONDESUYOS PROGRESA,163,M,CASTELLANO
40604,AREQUIPA,CONDESUYOS,CHICHAS,FUERZA AREQUIPEÑA,154,M,CASTELLANO
40604,AREQUIPA,CONDESUYOS,CHICHAS,PARTIDO APRISTA PERUANO,20,M,CASTELLANO
40605,AREQUIPA,CONDESUYOS,IRAY,ALIANZA PARA EL PROGRESO,184,M,CASTELLANO
40605,AREQUIPA,CONDESUYOS,IRAY,AREQUIPA AVANCEMOS,27,M,CASTELLANO
40605,AREQUIPA,CONDESUYOS,IRAY,AREQUIPA RENACE,52,M,CASTELLANO
40605,AREQUIPA,CONDESUYOS,IRAY,CONDESUYOS PROGRESA,115,M,CASTELLANO
40605,AREQUIPA,CONDESUYOS,IRAY,FUERZA AREQUIPEÑA,25,M,CASTELLANO
40605,AREQUIPA,CONDESUYOS,IRAY,PARTIDO APRISTA PERUANO,8,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,ACCION POPULAR,94,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,AREQUIPA AVANCEMOS,45,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,AREQUIPA RENACE,41,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,CONDESUYOS PROGRESA,127,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,DECIDE,52,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,FUERZA AREQUIPEÑA,64,M,CASTELLANO
40606,AREQUIPA,CONDESUYOS,SALAMANCA,PARTIDO APRISTA PERUANO,19,M,CASTELLANO
40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,ALIANZA POR AREQUIPA,746,M,CASTELLANO
40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,AREQUIPA AVANCEMOS,272,M,CASTELLANO
40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,AREQUIPA RENACE,111,M,CASTELLANO
40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,CONDESUYOS PROGRESA,189,M,CASTELLANO
40607,AREQUIPA,CONDESUYOS,YANAQUIHUA,FUERZA AREQUIPEÑA,112,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,ALIANZA PARA EL PROGRESO,55,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,ALIANZA POR AREQUIPA,221,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,AREQUIPA AVANCEMOS,169,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,AREQUIPA PRIMERO,45,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,CONDESUYOS PROGRESA,424,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,FUERZA AREQUIPEÑA,123,M,CASTELLANO
40608,AREQUIPA,CONDESUYOS,RIO GRANDE,PARTIDO APRISTA PERUANO,118,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,ACCION POPULAR,1160,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,ALIANZA PARA EL PROGRESO,784,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,ALIANZA POR AREQUIPA,1320,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,FONAVISTAS DEL PERU,176,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,FRENTE DE MOVILIZACION SOCIAL,85,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,JUNTOS POR EL SUR,163,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,ORGANIZACION INTEGRACION NACIONALISTA COCACHACRA,307,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,PARTIDO APRISTA PERUANO,189,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,PARTIDO DESCENTRALISTA FUERZA SOCIAL,821,M,CASTELLANO
40702,AREQUIPA,ISLAY,COCACHACRA,PERU POSIBLE,264,M,CASTELLANO
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,ACCION POPULAR,627,M,CASTELLANO
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,FUERZA AREQUIPEÑA,539,M,CASTELLANO
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,JUNTOS POR EL SUR,2082,M,CASTELLANO
40703,AREQUIPA,ISLAY,DEAN VALDIVIA,PARTIDO APRISTA PERUANO,306,M,CASTELLANO
40704,AREQUIPA,ISLAY,ISLAY,ACCION POPULAR,719,F,CASTELLANO
40704,AREQUIPA,ISLAY,ISLAY,ALIANZA PARA EL PROGRESO,651,F,CASTELLANO
40704,AREQUIPA,ISLAY,ISLAY,ALIANZA POR AREQUIPA,107,F,CASTELLANO
40704,AREQUIPA,ISLAY,ISLAY,AREQUIPA AVANCEMOS,55,F,CASTELLANO
40704,AREQUIPA,ISLAY,ISLAY,FUERZA AREQUIPEÑA,425,F,CASTELLANO
40704,AREQUIPA,ISLAY,ISLAY,JUNTOS POR EL SUR,153,F,CASTELLANO
40705,AREQUIPA,ISLAY,MEJIA,ACCION POPULAR,265,F,CASTELLANO
40705,AREQUIPA,ISLAY,MEJIA,ALIANZA PARA EL PROGRESO,223,F,CASTELLANO
40705,AREQUIPA,ISLAY,MEJIA,AREQUIPA PRIMERO,193,F,CASTELLANO
40705,AREQUIPA,ISLAY,MEJIA,FUERZA AREQUIPEÑA,161,F,CASTELLANO
40705,AREQUIPA,ISLAY,MEJIA,PARTIDO APRISTA PERUANO,75,F,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,ACCION POPULAR,1009,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,ALIANZA PARA EL PROGRESO,209,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,ALIANZA POR AREQUIPA,663,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,AREQUIPA 2010,53,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,DECIDE,122,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,FONAVISTAS DEL PERU,696,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,JUNTOS POR EL SUR,680,M,CASTELLANO
40706,AREQUIPA,ISLAY,PUNTA DE BOMBON,MOVIMIENTO ETNOCACERISTA AREQUIPA,247,M,CASTELLANO
40802,AREQUIPA,LA UNION,ALCA,ACCION POPULAR,54,M,CASTELLANO
40802,AREQUIPA,LA UNION,ALCA,ALIANZA POR AREQUIPA,125,M,CASTELLANO
40802,AREQUIPA,LA UNION,ALCA,DECIDE,16,M,CASTELLANO
40802,AREQUIPA,LA UNION,ALCA,FUERZA AREQUIPEÑA,168,M,CASTELLANO
40802,AREQUIPA,LA UNION,ALCA,JUNTOS POR EL SUR,104,M,CASTELLANO
40802,AREQUIPA,LA UNION,ALCA,PARTIDO APRISTA PERUANO,180,M,CASTELLANO
40803,AREQUIPA,LA UNION,CHARCANA,ALIANZA POR AREQUIPA,122,M,CASTELLANO
40803,AREQUIPA,LA UNION,CHARCANA,FUERZA AREQUIPEÑA,109,M,CASTELLANO
40803,AREQUIPA,LA UNION,CHARCANA,PARTIDO APRISTA PERUANO,88,M,CASTELLANO
40804,AREQUIPA,LA UNION,HUAYNACOTAS,ACCION POPULAR,150,M,CASTELLANO
40804,AREQUIPA,LA UNION,HUAYNACOTAS,FUERZA AREQUIPEÑA,252,M,CASTELLANO
40804,AREQUIPA,LA UNION,HUAYNACOTAS,JUNTOS POR EL SUR,107,M,CASTELLANO
40804,AREQUIPA,LA UNION,HUAYNACOTAS,PARTIDO APRISTA PERUANO,288,M,CASTELLANO
40805,AREQUIPA,LA UNION,PAMPAMARCA,ACCION POPULAR,120,M,CASTELLANO
40805,AREQUIPA,LA UNION,PAMPAMARCA,ALIANZA PARA EL PROGRESO,63,M,CASTELLANO
40805,AREQUIPA,LA UNION,PAMPAMARCA,ALIANZA POR AREQUIPA,100,M,CASTELLANO
40805,AREQUIPA,LA UNION,PAMPAMARCA,FUERZA AREQUIPEÑA,184,M,CASTELLANO
