ubigeo,region,provincia,distrito,organizacion_politica,total_votos,sexo,origen_apellido
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,124,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,PARTIDO APRISTA PERUANO,120,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,UNION POR EL PERU,92,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,ACCION POPULAR,15,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,FUERZA DEMOCRATICA,209,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,PARTIDO APRISTA PERUANO,158,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ACCION POPULAR,36,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,AGRUPACION INDEPENDIENTE SI CUMPLE,32,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ALIANZA PARA EL PROGRESO,108,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,FUERZA DEMOCRATICA,56,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,INTEGRACION 6 DE JUNIO,134,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,PARTIDO APRISTA PERUANO,85,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,UNION POR EL PERU,121,M,CASTELLANO
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,ACCION POPULAR,252,F,CASTELLANO
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,FUERZA DEMOCRATICA,202,F,CASTELLANO
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,PARTIDO APRISTA PERUANO,125,F,CASTELLANO
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,PARTIDO NACIONALISTA PERUANO,220,F,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,ACCION POPULAR,8,M,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,INTEGRACION 6 DE JUNIO,133,M,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,166,M,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,PARTIDO APRISTA PERUANO,129,M,CASTELLANO
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,AGRUPACION INDEPENDIENTE SI CUMPLE,25,M,CASTELLANO
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,FUERZA DEMOCRATICA,118,M,CASTELLANO
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,INTEGRACION 6 DE JUNIO,74,M,CASTELLANO
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,PARTIDO APRISTA PERUANO,31,M,CASTELLANO
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,ACCION POPULAR,192,M,CASTELLANO
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,FUERZA DEMOCRATICA,64,M,CASTELLANO
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,PARTIDO APRISTA PERUANO,133,M,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,ACCION POPULAR,78,F,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,INTEGRACION 6 DE JUNIO,58,F,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,PARTIDO APRISTA PERUANO,24,F,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,UNION POR EL PERU,48,F,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,ACCION POPULAR,32,M,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,FUERZA DEMOCRATICA,113,M,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,95,M,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,PARTIDO APRISTA PERUANO,123,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,ACCION POPULAR,55,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,AGRUPACION INDEPENDIENTE SI CUMPLE,39,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,FUERZA DEMOCRATICA,76,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,INTEGRACION 6 DE JUNIO,71,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,PARTIDO APRISTA PERUANO,207,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,UNION POR EL PERU,224,M,CASTELLANO
10121,AMAZONAS,CHACHAPOYAS,SONCHE,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,73,M,CASTELLANO
10121,AMAZONAS,CHACHAPOYAS,SONCHE,PARTIDO APRISTA PERUANO,90,M,CASTELLANO
10121,AMAZONAS,CHACHAPOYAS,SONCHE,UNION POR EL PERU,15,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,ACCION POPULAR,530,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,AGRUPACION INDEPENDIENTE SI CUMPLE,61,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,FUERZA DEMOCRATICA,873,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,789,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,PARTIDO APRISTA PERUANO,557,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,PARTIDO NACIONALISTA PERUANO,158,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,ACCION POPULAR,785,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,AGRUPACION INDEPENDIENTE SI CUMPLE,235,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,ALIANZA PARA EL PROGRESO,99,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,FUERZA DEMOCRATICA,1627,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,181,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,PARTIDO APRISTA PERUANO,1091,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,PARTIDO NACIONALISTA PERUANO,76,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,UNION POR EL PERU,122,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,ACCION POPULAR,412,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,FUERZA DEMOCRATICA,543,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,802,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,PARTIDO APRISTA PERUANO,352,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,PARTIDO NACIONALISTA PERUANO,134,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,ACCION POPULAR,335,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,FUERZA DEMOCRATICA,312,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,57,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,PARTIDO APRISTA PERUANO,87,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,PARTIDO NACIONALISTA PERUANO,138,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,UNION POR EL PERU,16,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,ACCION POPULAR,558,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,AGRUPACION INDEPENDIENTE SI CUMPLE,229,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,ALIANZA PARA EL PROGRESO,222,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,ENERGIA COMUNAL AMAZONICA,81,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,FUERZA DEMOCRATICA,861,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,665,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,258,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PARTIDO APRISTA PERUANO,365,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PARTIDO NACIONALISTA PERUANO,216,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PARTIDO SOCIALISTA,711,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PERU AHORA,333,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,UNION POR EL PERU,342,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,VISION AL FUTURO ,788,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,ACCION POPULAR,61,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,AGRUPACION INDEPENDIENTE SI CUMPLE,66,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,FUERZA DEMOCRATICA,57,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,96,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,PARTIDO APRISTA PERUANO,46,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,PARTIDO NACIONALISTA PERUANO,25,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,ACCION POPULAR,65,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,FUERZA DEMOCRATICA,148,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,132,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,PARTIDO APRISTA PERUANO,45,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,ACCION POPULAR,80,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,AGRUPACION INDEPENDIENTE SI CUMPLE,66,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,FUERZA DEMOCRATICA,37,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,PARTIDO APRISTA PERUANO,34,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,ACCION POPULAR,101,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,AGRUPACION INDEPENDIENTE SI CUMPLE,22,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,FUERZA DEMOCRATICA,70,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,PARTIDO APRISTA PERUANO,83,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,ACCION POPULAR,603,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,AGRUPACION INDEPENDIENTE SI CUMPLE,128,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,FUERZA DEMOCRATICA,779,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,129,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,PARTIDO APRISTA PERUANO,269,M,CASTELLANO
10307,AMAZONAS,BONGARA,RECTA,ACCION POPULAR,48,M,CASTELLANO
10307,AMAZONAS,BONGARA,RECTA,FUERZA DEMOCRATICA,180,M,CASTELLANO
10307,AMAZONAS,BONGARA,RECTA,PARTIDO APRISTA PERUANO,51,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,ACCION POPULAR,91,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,FUERZA DEMOCRATICA,25,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,71,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,PARTIDO APRISTA PERUANO,108,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,PARTIDO NACIONALISTA PERUANO,28,M,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,ACCION POPULAR,48,F,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,40,F,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,FUERZA DEMOCRATICA,113,F,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,73,F,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,PARTIDO APRISTA PERUANO,65,F,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,PARTIDO NACIONALISTA PERUANO,49,F,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,UNION POR EL PERU,61,F,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,ACCION POPULAR,96,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,AGRUPACION INDEPENDIENTE SI CUMPLE,33,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,ALIANZA ELECTORAL UNIDAD NACIONAL,155,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,FUERZA DEMOCRATICA,101,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,UNION PROGRESISTA VALERA,52,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,ACCION POPULAR,406,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,AGRUPACION INDEPENDIENTE SI CUMPLE,323,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,FUERZA DEMOCRATICA,505,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,231,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,PARTIDO APRISTA PERUANO,325,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,UNION POR EL PERU,61,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,ACCION POPULAR,776,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,AGRUPACION INDEPENDIENTE SI CUMPLE,74,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,FUERZA DEMOCRATICA,231,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,958,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,PARTIDO APRISTA PERUANO,324,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,PARTIDO NACIONALISTA PERUANO,717,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,UNION POR EL PERU,216,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,ACCION POPULAR,248,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,AGRUPACION INDEPENDIENTE SI CUMPLE,312,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,ALIANZA ELECTORAL UNIDAD NACIONAL,739,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,FUERZA DEMOCRATICA,347,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,PARTIDO APRISTA PERUANO,180,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,PARTIDO NACIONALISTA PERUANO,151,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,ACCION POPULAR,135,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,ALIANZA ELECTORAL UNIDAD NACIONAL,212,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,FUERZA DEMOCRATICA,43,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,PARTIDO APRISTA PERUANO,227,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,ACCION POPULAR,218,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,ALIANZA ELECTORAL UNIDAD NACIONAL,76,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,FUERZA DEMOCRATICA,69,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,INTEGRACION 6 DE JUNIO,208,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,166,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,PARTIDO APRISTA PERUANO,153,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,PARTIDO NACIONALISTA PERUANO,66,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,ACCION POPULAR,124,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,AGRUPACION INDEPENDIENTE SI CUMPLE,99,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,ALIANZA ELECTORAL UNIDAD NACIONAL,129,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,FUERZA DEMOCRATICA,114,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,PARTIDO APRISTA PERUANO,320,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,PARTIDO NACIONALISTA PERUANO,50,M,CASTELLANO
10406,AMAZONAS,LUYA,INGUILPATA,ACCION POPULAR,87,M,CASTELLANO
10406,AMAZONAS,LUYA,INGUILPATA,ALIANZA ELECTORAL UNIDAD NACIONAL,172,M,CASTELLANO
10406,AMAZONAS,LUYA,INGUILPATA,PARTIDO APRISTA PERUANO,91,M,CASTELLANO
10407,AMAZONAS,LUYA,LONGUITA,ALIANZA ELECTORAL UNIDAD NACIONAL,114,M,CASTELLANO
10407,AMAZONAS,LUYA,LONGUITA,FUERZA DEMOCRATICA,64,M,CASTELLANO
10407,AMAZONAS,LUYA,LONGUITA,PARTIDO APRISTA PERUANO,124,M,CASTELLANO
10407,AMAZONAS,LUYA,LONGUITA,PARTIDO NACIONALISTA PERUANO,35,M,CASTELLANO
10408,AMAZONAS,LUYA,LONYA CHICO,ACCION POPULAR,33,M,CASTELLANO
10408,AMAZONAS,LUYA,LONYA CHICO,ALIANZA ELECTORAL UNIDAD NACIONAL,233,M,CASTELLANO
10408,AMAZONAS,LUYA,LONYA CHICO,FUERZA DEMOCRATICA,37,M,CASTELLANO
10408,AMAZONAS,LUYA,LONYA CHICO,PARTIDO APRISTA PERUANO,80,M,CASTELLANO
10408,AMAZONAS,LUYA,LONYA CHICO,PARTIDO NACIONALISTA PERUANO,127,M,CASTELLANO
10409,AMAZONAS,LUYA,LUYA,ACCION POPULAR,281,M,CASTELLANO
10409,AMAZONAS,LUYA,LUYA,ALIANZA ELECTORAL UNIDAD NACIONAL,488,M,CASTELLANO
10409,AMAZONAS,LUYA,LUYA,FUERZA DEMOCRATICA,70,M,CASTELLANO
10409,AMAZONAS,LUYA,LUYA,PARTIDO APRISTA PERUANO,517,M,CASTELLANO
10409,AMAZONAS,LUYA,LUYA,PARTIDO NACIONALISTA PERUANO,218,M,CASTELLANO
10410,AMAZONAS,LUYA,LUYA VIEJO,ALIANZA ELECTORAL UNIDAD NACIONAL,80,M,CASTELLANO
10410,AMAZONAS,LUYA,LUYA VIEJO,FUERZA DEMOCRATICA,81,M,CASTELLANO
10410,AMAZONAS,LUYA,LUYA VIEJO,PARTIDO APRISTA PERUANO,40,M,CASTELLANO
10411,AMAZONAS,LUYA,MARIA,ACCION POPULAR,56,M,CASTELLANO
10411,AMAZONAS,LUYA,MARIA,ALIANZA ELECTORAL UNIDAD NACIONAL,62,M,CASTELLANO
10411,AMAZONAS,LUYA,MARIA,FUERZA DEMOCRATICA,96,M,CASTELLANO
10411,AMAZONAS,LUYA,MARIA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,63,M,CASTELLANO
10411,AMAZONAS,LUYA,MARIA,PARTIDO APRISTA PERUANO,58,M,CASTELLANO
10411,AMAZONAS,LUYA,MARIA,UNION POR EL PERU,43,M,CASTELLANO
10412,AMAZONAS,LUYA,OCALLI,ACCION POPULAR,314,M,CASTELLANO
10412,AMAZONAS,LUYA,OCALLI,AGRUPACION INDEPENDIENTE SI CUMPLE,378,M,CASTELLANO
10412,AMAZONAS,LUYA,OCALLI,ALIANZA ELECTORAL UNIDAD NACIONAL,452,M,CASTELLANO
10412,AMAZONAS,LUYA,OCALLI,PARTIDO NACIONALISTA PERUANO,38,M,CASTELLANO
10413,AMAZONAS,LUYA,OCUMAL,ACCION POPULAR,361,M,CASTELLANO
10413,AMAZONAS,LUYA,OCUMAL,ALIANZA ELECTORAL UNIDAD NACIONAL,597,M,CASTELLANO
10413,AMAZONAS,LUYA,OCUMAL,FUERZA DEMOCRATICA,25,M,CASTELLANO
10413,AMAZONAS,LUYA,OCUMAL,PARTIDO APRISTA PERUANO,319,M,CASTELLANO
10414,AMAZONAS,LUYA,PISUQUIA,ACCION POPULAR,214,M,CASTELLANO
10414,AMAZONAS,LUYA,PISUQUIA,AGRUPACION INDEPENDIENTE SI CUMPLE,50,M,CASTELLANO
10414,AMAZONAS,LUYA,PISUQUIA,ALIANZA ELECTORAL UNIDAD NACIONAL,248,M,CASTELLANO
