ubigeo,region,provincia,distrito,organizacion_politica,total_votos,sexo,origen_apellido
60312,Cajamarca,CelendÃ­n,La Libertad de PallÃ¡n,ACCION POPULAR,1734,M,CASTELLANO
60312,Cajamarca,CelendÃ­n,La Libertad de PallÃ¡n,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,402,M,CASTELLANO
60312,Cajamarca,CelendÃ­n,La Libertad de PallÃ¡n,PARTIDO POLITICO NACIONAL PERU LIBRE,101,M,CASTELLANO
60403,Cajamarca,ContumazÃ¡,Chilete,FRENTE REGIONAL DE CAJAMARCA,46,M,CASTELLANO
60403,Cajamarca,ContumazÃ¡,Chilete,PARTIDO FRENTE DE LA ESPERANZA 2021,187,M,CASTELLANO
60403,Cajamarca,ContumazÃ¡,Chilete,ACCION POPULAR,22,M,CASTELLANO
60403,Cajamarca,ContumazÃ¡,Chilete,ALIANZA PARA EL PROGRESO,448,M,CASTELLANO
60403,Cajamarca,ContumazÃ¡,Chilete,PARTIDO POLITICO NACIONAL PERU LIBRE,745,M,CASTELLANO
60403,Cajamarca,ContumazÃ¡,Chilete,PARTIDO DEMOCRATICO SOMOS PERU,320,M,CASTELLANO
60404,Cajamarca,ContumazÃ¡,Guzmango,FRENTE REGIONAL DE CAJAMARCA,157,M,CASTELLANO
60404,Cajamarca,ContumazÃ¡,Guzmango,ACCION POPULAR,517,M,CASTELLANO
60404,Cajamarca,ContumazÃ¡,Guzmango,PODEMOS PERU,75,M,CASTELLANO
60404,Cajamarca,ContumazÃ¡,Guzmango,ALIANZA PARA EL PROGRESO,173,M,CASTELLANO
60404,Cajamarca,ContumazÃ¡,Guzmango,PARTIDO DEMOCRATICO SOMOS PERU,604,M,CASTELLANO
60405,Cajamarca,ContumazÃ¡,San Benito,FRENTE REGIONAL DE CAJAMARCA,57,F,CASTELLANO
60405,Cajamarca,ContumazÃ¡,San Benito,ACCION POPULAR,171,F,CASTELLANO
60405,Cajamarca,ContumazÃ¡,San Benito,PODEMOS PERU,85,F,CASTELLANO
60405,Cajamarca,ContumazÃ¡,San Benito,ALIANZA PARA EL PROGRESO,214,F,CASTELLANO
60405,Cajamarca,ContumazÃ¡,San Benito,PARTIDO POLITICO NACIONAL PERU LIBRE,679,F,CASTELLANO
60405,Cajamarca,ContumazÃ¡,San Benito,PARTIDO DEMOCRATICO SOMOS PERU,711,F,CASTELLANO
60406,Cajamarca,ContumazÃ¡,Cupisnique,CAJAMARCA SIEMPRE VERDE,426,M,CASTELLANO
60406,Cajamarca,ContumazÃ¡,Cupisnique,FRENTE REGIONAL DE CAJAMARCA,43,M,CASTELLANO
60406,Cajamarca,ContumazÃ¡,Cupisnique,ACCION POPULAR,74,M,CASTELLANO
60406,Cajamarca,ContumazÃ¡,Cupisnique,ALIANZA PARA EL PROGRESO,386,M,CASTELLANO
60406,Cajamarca,ContumazÃ¡,Cupisnique,PARTIDO DEMOCRATICO SOMOS PERU,58,M,CASTELLANO
60407,Cajamarca,ContumazÃ¡,Tantarica,CAJAMARCA SIEMPRE VERDE,500,M,CASTELLANO
60407,Cajamarca,ContumazÃ¡,Tantarica,FRENTE REGIONAL DE CAJAMARCA,38,M,CASTELLANO
60407,Cajamarca,ContumazÃ¡,Tantarica,ACCION POPULAR,635,M,CASTELLANO
60407,Cajamarca,ContumazÃ¡,Tantarica,PARTIDO DEMOCRATICO SOMOS PERU,312,M,CASTELLANO
60408,Cajamarca,ContumazÃ¡,YonÃ¡n,CAJAMARCA SIEMPRE VERDE,1058,M,CASTELLANO
60408,Cajamarca,ContumazÃ¡,YonÃ¡n,FRENTE REGIONAL DE CAJAMARCA,522,M,CASTELLANO
60408,Cajamarca,ContumazÃ¡,YonÃ¡n,ALIANZA PARA EL PROGRESO,1387,M,CASTELLANO
60408,Cajamarca,ContumazÃ¡,YonÃ¡n,PARTIDO DEMOCRATICO SOMOS PERU,702,M,CASTELLANO
60409,Cajamarca,ContumazÃ¡,Santa Cruz de Toledo,CAJAMARCA SIEMPRE VERDE,309,M,CASTELLANO
60409,Cajamarca,ContumazÃ¡,Santa Cruz de Toledo,FRENTE REGIONAL DE CAJAMARCA,246,M,CASTELLANO
60409,Cajamarca,ContumazÃ¡,Santa Cruz de Toledo,ALIANZA PARA EL PROGRESO,191,M,CASTELLANO
60409,Cajamarca,ContumazÃ¡,Santa Cruz de Toledo,PARTIDO DEMOCRATICO SOMOS PERU,28,M,CASTELLANO
60502,Cajamarca,Cutervo,Callayuc,CAJAMARCA SIEMPRE VERDE,179,M,CASTELLANO
60502,Cajamarca,Cutervo,Callayuc,ALIANZA PARA EL PROGRESO,1726,M,CASTELLANO
60502,Cajamarca,Cutervo,Callayuc,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,2729,M,CASTELLANO
60503,Cajamarca,Cutervo,Cujillo,CAJAMARCA SIEMPRE VERDE,729,M,CASTELLANO
60503,Cajamarca,Cutervo,Cujillo,ALIANZA PARA EL PROGRESO,525,M,CASTELLANO
60503,Cajamarca,Cutervo,Cujillo,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,270,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,CAJAMARCA SIEMPRE VERDE,528,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,FRENTE REGIONAL DE CAJAMARCA,3,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,PARTIDO FRENTE DE LA ESPERANZA 2021,30,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,ALIANZA PARA EL PROGRESO,673,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,400,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,PARTIDO POLITICO NACIONAL PERU LIBRE,515,M,CASTELLANO
60504,Cajamarca,Cutervo,Choros,PARTIDO DEMOCRATICO SOMOS PERU,125,M,CASTELLANO
60505,Cajamarca,Cutervo,La Ramada,CAJAMARCA SIEMPRE VERDE,1263,M,CASTELLANO
60505,Cajamarca,Cutervo,La Ramada,ALIANZA PARA EL PROGRESO,756,M,CASTELLANO
60506,Cajamarca,Cutervo,Pimpingos,CAJAMARCA SIEMPRE VERDE,7,M,CASTELLANO
60506,Cajamarca,Cutervo,Pimpingos,FRENTE REGIONAL DE CAJAMARCA,1076,M,CASTELLANO
60506,Cajamarca,Cutervo,Pimpingos,ALIANZA PARA EL PROGRESO,856,M,CASTELLANO
60506,Cajamarca,Cutervo,Pimpingos,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1054,M,CASTELLANO
60506,Cajamarca,Cutervo,Pimpingos,PARTIDO DEMOCRATICO SOMOS PERU,131,M,CASTELLANO
60507,Cajamarca,Cutervo,Querocotillo,CAJAMARCA SIEMPRE VERDE,3696,M,CASTELLANO
60507,Cajamarca,Cutervo,Querocotillo,FRENTE REGIONAL DE CAJAMARCA,122,M,CASTELLANO
60507,Cajamarca,Cutervo,Querocotillo,ALIANZA PARA EL PROGRESO,2071,M,CASTELLANO
60507,Cajamarca,Cutervo,Querocotillo,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,374,M,CASTELLANO
60508,Cajamarca,Cutervo,San AndrÃ©s de Cutervo,CAJAMARCA SIEMPRE VERDE,231,M,CASTELLANO
60508,Cajamarca,Cutervo,San AndrÃ©s de Cutervo,ALIANZA PARA EL PROGRESO,1051,M,CASTELLANO
60508,Cajamarca,Cutervo,San AndrÃ©s de Cutervo,PARTIDO POLITICO NACIONAL PERU LIBRE,1148,M,CASTELLANO
60508,Cajamarca,Cutervo,San AndrÃ©s de Cutervo,PARTIDO DEMOCRATICO SOMOS PERU,207,M,CASTELLANO
60509,Cajamarca,Cutervo,San Juan de Cutervo,CAJAMARCA SIEMPRE VERDE,245,M,CASTELLANO
60509,Cajamarca,Cutervo,San Juan de Cutervo,ALIANZA PARA EL PROGRESO,173,M,CASTELLANO
60509,Cajamarca,Cutervo,San Juan de Cutervo,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,447,M,CASTELLANO
60509,Cajamarca,Cutervo,San Juan de Cutervo,PARTIDO DEMOCRATICO SOMOS PERU,409,M,CASTELLANO
60510,Cajamarca,Cutervo,San Luis de Lucma,CAJAMARCA SIEMPRE VERDE,951,M,CASTELLANO
60510,Cajamarca,Cutervo,San Luis de Lucma,FRENTE REGIONAL DE CAJAMARCA,855,M,CASTELLANO
60510,Cajamarca,Cutervo,San Luis de Lucma,ALIANZA PARA EL PROGRESO,117,M,CASTELLANO
60511,Cajamarca,Cutervo,Santa Cruz,CAJAMARCA SIEMPRE VERDE,450,M,CASTELLANO
60511,Cajamarca,Cutervo,Santa Cruz,FRENTE REGIONAL DE CAJAMARCA,41,M,CASTELLANO
60511,Cajamarca,Cutervo,Santa Cruz,ALIANZA PARA EL PROGRESO,971,M,CASTELLANO
60511,Cajamarca,Cutervo,Santa Cruz,PARTIDO DEMOCRATICO SOMOS PERU,504,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,CAJAMARCA SIEMPRE VERDE,853,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,FRENTE REGIONAL DE CAJAMARCA,84,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,PARTIDO FRENTE DE LA ESPERANZA 2021,51,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,ALIANZA PARA EL PROGRESO,648,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1313,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,PARTIDO MORADO,53,M,CASTELLANO
60512,Cajamarca,Cutervo,Santo Domingo de la Capilla,PARTIDO DEMOCRATICO SOMOS PERU,283,M,CASTELLANO
60513,Cajamarca,Cutervo,Santo TomÃ¡s,CAJAMARCA SIEMPRE VERDE,683,M,CASTELLANO
60513,Cajamarca,Cutervo,Santo TomÃ¡s,FRENTE REGIONAL DE CAJAMARCA,1044,M,CASTELLANO
60513,Cajamarca,Cutervo,Santo TomÃ¡s,ALIANZA PARA EL PROGRESO,1352,M,CASTELLANO
60513,Cajamarca,Cutervo,Santo TomÃ¡s,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1090,M,CASTELLANO
60514,Cajamarca,Cutervo,Socota,CAJAMARCA SIEMPRE VERDE,2144,M,CASTELLANO
60514,Cajamarca,Cutervo,Socota,FRENTE REGIONAL DE CAJAMARCA,109,M,CASTELLANO
60514,Cajamarca,Cutervo,Socota,ALIANZA PARA EL PROGRESO,1774,M,CASTELLANO
60514,Cajamarca,Cutervo,Socota,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1380,M,CASTELLANO
60514,Cajamarca,Cutervo,Socota,PARTIDO DEMOCRATICO SOMOS PERU,95,M,CASTELLANO
60515,Cajamarca,Cutervo,Toribio Casanova,CAJAMARCA SIEMPRE VERDE,209,M,CASTELLANO
60515,Cajamarca,Cutervo,Toribio Casanova,FRENTE REGIONAL DE CAJAMARCA,278,M,CASTELLANO
60515,Cajamarca,Cutervo,Toribio Casanova,ALIANZA PARA EL PROGRESO,348,M,CASTELLANO
60515,Cajamarca,Cutervo,Toribio Casanova,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,5,M,CASTELLANO
60602,Cajamarca,Chota,Anguia,ALIANZA PARA EL PROGRESO,1320,M,CASTELLANO
60602,Cajamarca,Chota,Anguia,PARTIDO DEMOCRATICO SOMOS PERU,698,M,CASTELLANO
60603,Cajamarca,Chota,Cochabamba,FRENTE REGIONAL DE CAJAMARCA,817,M,CASTELLANO
60603,Cajamarca,Chota,Cochabamba,ALIANZA PARA EL PROGRESO,215,M,CASTELLANO
60603,Cajamarca,Chota,Cochabamba,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1413,M,CASTELLANO
60603,Cajamarca,Chota,Cochabamba,PARTIDO DEMOCRATICO SOMOS PERU,440,M,CASTELLANO
60604,Cajamarca,Chota,ConchÃ¡n,FRENTE REGIONAL DE CAJAMARCA,887,M,CASTELLANO
60604,Cajamarca,Chota,ConchÃ¡n,ALIANZA PARA EL PROGRESO,934,M,CASTELLANO
60604,Cajamarca,Chota,ConchÃ¡n,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,873,M,CASTELLANO
60604,Cajamarca,Chota,ConchÃ¡n,PARTIDO DEMOCRATICO SOMOS PERU,397,M,CASTELLANO
60605,Cajamarca,Chota,Chadin,FRENTE REGIONAL DE CAJAMARCA,1203,M,CASTELLANO
60605,Cajamarca,Chota,Chadin,PARTIDO DEMOCRATICO SOMOS PERU,1210,M,CASTELLANO
60606,Cajamarca,Chota,Chiguirip,ALIANZA PARA EL PROGRESO,911,M,CASTELLANO
60606,Cajamarca,Chota,Chiguirip,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1444,M,CASTELLANO
60607,Cajamarca,Chota,ChimbÃ¡n,ALIANZA PARA EL PROGRESO,726,M,CASTELLANO
60608,Cajamarca,Chota,Huambos,FRENTE REGIONAL DE CAJAMARCA,366,M,CASTELLANO
60608,Cajamarca,Chota,Huambos,ALIANZA PARA EL PROGRESO,2762,M,CASTELLANO
60608,Cajamarca,Chota,Huambos,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1346,M,CASTELLANO
60609,Cajamarca,Chota,Lajas,PODEMOS PERU,197,M,CASTELLANO
60609,Cajamarca,Chota,Lajas,ALIANZA PARA EL PROGRESO,2548,M,CASTELLANO
60609,Cajamarca,Chota,Lajas,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,2782,M,CASTELLANO
60609,Cajamarca,Chota,Lajas,PARTIDO POLITICO NACIONAL PERU LIBRE,976,M,CASTELLANO
60610,Cajamarca,Chota,Llama,ALIANZA PARA EL PROGRESO,1437,M,CASTELLANO
60610,Cajamarca,Chota,Llama,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,296,M,CASTELLANO
60610,Cajamarca,Chota,Llama,PARTIDO POLITICO NACIONAL PERU LIBRE,148,M,CASTELLANO
60610,Cajamarca,Chota,Llama,PARTIDO DEMOCRATICO SOMOS PERU,1756,M,CASTELLANO
60611,Cajamarca,Chota,Miracosta,FRENTE REGIONAL DE CAJAMARCA,550,M,CASTELLANO
60611,Cajamarca,Chota,Miracosta,RENOVACION POPULAR,78,M,CASTELLANO
60611,Cajamarca,Chota,Miracosta,ALIANZA PARA EL PROGRESO,796,M,CASTELLANO
60611,Cajamarca,Chota,Miracosta,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,476,M,CASTELLANO
60611,Cajamarca,Chota,Miracosta,PARTIDO DEMOCRATICO SOMOS PERU,88,M,CASTELLANO
60612,Cajamarca,Chota,Paccha,ALIANZA PARA EL PROGRESO,1285,M,CASTELLANO
60612,Cajamarca,Chota,Paccha,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1266,M,CASTELLANO
60613,Cajamarca,Chota,Pion,ALIANZA PARA EL PROGRESO,513,M,CASTELLANO
60614,Cajamarca,Chota,Querocoto,FRENTE REGIONAL DE CAJAMARCA,2114,M,CASTELLANO
60614,Cajamarca,Chota,Querocoto,ACCION POPULAR,1392,M,CASTELLANO
60614,Cajamarca,Chota,Querocoto,ALIANZA PARA EL PROGRESO,768,M,CASTELLANO
60614,Cajamarca,Chota,Querocoto,PARTIDO DEMOCRATICO SOMOS PERU,47,M,CASTELLANO
60615,Cajamarca,Chota,Tacabamba,ALIANZA PARA EL PROGRESO,3505,M,CASTELLANO
60615,Cajamarca,Chota,Tacabamba,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,3041,M,CASTELLANO
60615,Cajamarca,Chota,Tacabamba,PARTIDO DEMOCRATICO SOMOS PERU,526,M,CASTELLANO
60616,Cajamarca,Chota,Tocmoche,FRENTE REGIONAL DE CAJAMARCA,263,M,CASTELLANO
60616,Cajamarca,Chota,Tocmoche,ALIANZA PARA EL PROGRESO,227,M,CASTELLANO
60616,Cajamarca,Chota,Tocmoche,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,107,M,CASTELLANO
60616,Cajamarca,Chota,Tocmoche,PARTIDO DEMOCRATICO SOMOS PERU,204,M,CASTELLANO
60617,Cajamarca,Chota,San Juan de Licupis,ALIANZA PARA EL PROGRESO,520,M,CASTELLANO
60617,Cajamarca,Chota,San Juan de Licupis,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,221,M,CASTELLANO
60618,Cajamarca,Chota,Choropampa,FRENTE REGIONAL DE CAJAMARCA,236,M,CASTELLANO
60618,Cajamarca,Chota,Choropampa,ALIANZA PARA EL PROGRESO,1052,M,CASTELLANO
60618,Cajamarca,Chota,Choropampa,PARTIDO POLITICO NACIONAL PERU LIBRE,561,M,CASTELLANO
60619,Cajamarca,Chota,Chalamarca,FRENTE REGIONAL DE CAJAMARCA,2161,M,CASTELLANO
60619,Cajamarca,Chota,Chalamarca,ALIANZA PARA EL PROGRESO,1440,M,CASTELLANO
60619,Cajamarca,Chota,Chalamarca,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,172,M,CASTELLANO
60619,Cajamarca,Chota,Chalamarca,PARTIDO POLITICO NACIONAL PERU LIBRE,1510,M,CASTELLANO
60619,Cajamarca,Chota,Chalamarca,PARTIDO DEMOCRATICO SOMOS PERU,465,M,CASTELLANO
60702,Cajamarca,Hualgayoc,Chugur,FRENTE REGIONAL DE CAJAMARCA,440,M,CASTELLANO
60702,Cajamarca,Hualgayoc,Chugur,PARTIDO FRENTE DE LA ESPERANZA 2021,586,M,CASTELLANO
60702,Cajamarca,Hualgayoc,Chugur,PODEMOS PERU,1097,M,CASTELLANO
60702,Cajamarca,Hualgayoc,Chugur,PARTIDO DEMOCRATICO SOMOS PERU,40,M,CASTELLANO
60703,Cajamarca,Hualgayoc,Hualgayoc,FRENTE REGIONAL DE CAJAMARCA,276,M,CASTELLANO
60703,Cajamarca,Hualgayoc,Hualgayoc,ACCION POPULAR,1918,M,CASTELLANO
60703,Cajamarca,Hualgayoc,Hualgayoc,PODEMOS PERU,1326,M,CASTELLANO
60703,Cajamarca,Hualgayoc,Hualgayoc,ALIANZA PARA EL PROGRESO,1881,M,CASTELLANO
60703,Cajamarca,Hualgayoc,Hualgayoc,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,148,M,CASTELLANO
60703,Cajamarca,Hualgayoc,Hualgayoc,PARTIDO DEMOCRATICO SOMOS PERU,2955,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,CAJAMARCA SIEMPRE VERDE,151,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,FRENTE REGIONAL DE CAJAMARCA,1528,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,PARTIDO FRENTE DE LA ESPERANZA 2021,1272,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,ACCION POPULAR,677,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,ALIANZA PARA EL PROGRESO,1866,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1109,M,CASTELLANO
60802,Cajamarca,JaÃ©n,Bellavista,PARTIDO DEMOCRATICO SOMOS PERU,1591,M,CASTELLANO
60803,Cajamarca,JaÃ©n,Colasay,CAJAMARCA SIEMPRE VERDE,1001,M,CASTELLANO
60803,Cajamarca,JaÃ©n,Colasay,PODEMOS PERU,17,M,CASTELLANO
60803,Cajamarca,JaÃ©n,Colasay,ALIANZA PARA EL PROGRESO,2004,M,CASTELLANO
60803,Cajamarca,JaÃ©n,Colasay,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,997,M,CASTELLANO
60803,Cajamarca,JaÃ©n,Colasay,PARTIDO DEMOCRATICO SOMOS PERU,2178,M,CASTELLANO
60804,Cajamarca,JaÃ©n,Chontali,CAJAMARCA SIEMPRE VERDE,392,M,CASTELLANO
60804,Cajamarca,JaÃ©n,Chontali,FRENTE REGIONAL DE CAJAMARCA,790,M,CASTELLANO
60804,Cajamarca,JaÃ©n,Chontali,PARTIDO FRENTE DE LA ESPERANZA 2021,1435,M,CASTELLANO
60804,Cajamarca,JaÃ©n,Chontali,ALIANZA PARA EL PROGRESO,461,M,CASTELLANO
60804,Cajamarca,JaÃ©n,Chontali,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,728,M,CASTELLANO
60804,Cajamarca,JaÃ©n,Chontali,PARTIDO DEMOCRATICO SOMOS PERU,1898,M,CASTELLANO
60805,Cajamarca,JaÃ©n,Pomahuaca,FRENTE REGIONAL DE CAJAMARCA,1532,M,CASTELLANO
60805,Cajamarca,JaÃ©n,Pomahuaca,PODEMOS PERU,179,M,CASTELLANO
60805,Cajamarca,JaÃ©n,Pomahuaca,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1401,M,CASTELLANO
60805,Cajamarca,JaÃ©n,Pomahuaca,PARTIDO MORADO,137,M,CASTELLANO
60805,Cajamarca,JaÃ©n,Pomahuaca,PARTIDO DEMOCRATICO SOMOS PERU,1622,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,CAJAMARCA SIEMPRE VERDE,481,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,FRENTE REGIONAL DE CAJAMARCA,64,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,PARTIDO FRENTE DE LA ESPERANZA 2021,1277,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,ACCION POPULAR,1197,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,RENOVACION POPULAR,203,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,ALIANZA PARA EL PROGRESO,199,M,CASTELLANO
60806,Cajamarca,JaÃ©n,PucarÃ¡,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,812,M,CASTELLANO
60807,Cajamarca,JaÃ©n,Sallique,CAJAMARCA SIEMPRE VERDE,1641,M,CASTELLANO
60807,Cajamarca,JaÃ©n,Sallique,FRENTE REGIONAL DE CAJAMARCA,103,M,CASTELLANO
60807,Cajamarca,JaÃ©n,Sallique,PARTIDO FRENTE DE LA ESPERANZA 2021,33,M,CASTELLANO
60807,Cajamarca,JaÃ©n,Sallique,PODEMOS PERU,61,M,CASTELLANO
60807,Cajamarca,JaÃ©n,Sallique,ALIANZA PARA EL PROGRESO,478,M,CASTELLANO
60807,Cajamarca,JaÃ©n,Sallique,PARTIDO DEMOCRATICO SOMOS PERU,1591,M,CASTELLANO
60808,Cajamarca,JaÃ©n,San Felipe,CAJAMARCA SIEMPRE VERDE,80,M,CASTELLANO
60808,Cajamarca,JaÃ©n,San Felipe,FRENTE REGIONAL DE CAJAMARCA,704,M,CASTELLANO
60808,Cajamarca,JaÃ©n,San Felipe,PARTIDO FRENTE DE LA ESPERANZA 2021,43,M,CASTELLANO
60808,Cajamarca,JaÃ©n,San Felipe,ACCION POPULAR,695,M,CASTELLANO
60808,Cajamarca,JaÃ©n,San Felipe,ALIANZA PARA EL PROGRESO,568,M,CASTELLANO
60808,Cajamarca,JaÃ©n,San Felipe,PARTIDO DEMOCRATICO SOMOS PERU,495,M,CASTELLANO
60809,Cajamarca,JaÃ©n,San JosÃ© del Alto,CAJAMARCA SIEMPRE VERDE,1127,M,CASTELLANO
60809,Cajamarca,JaÃ©n,San JosÃ© del Alto,FRENTE REGIONAL DE CAJAMARCA,320,M,CASTELLANO
60809,Cajamarca,JaÃ©n,San JosÃ© del Alto,PARTIDO FRENTE DE LA ESPERANZA 2021,1341,M,CASTELLANO
60809,Cajamarca,JaÃ©n,San JosÃ© del Alto,ACCION POPULAR,37,M,CASTELLANO
60809,Cajamarca,JaÃ©n,San JosÃ© del Alto,ALIANZA PARA EL PROGRESO,238,M,CASTELLANO
60809,Cajamarca,JaÃ©n,San JosÃ© del Alto,PARTIDO DEMOCRATICO SOMOS PERU,1359,M,CASTELLANO
60810,Cajamarca,JaÃ©n,Santa Rosa,CAJAMARCA SIEMPRE VERDE,176,M,QUECHUA
60810,Cajamarca,JaÃ©n,Santa Rosa,FRENTE REGIONAL DE CAJAMARCA,119,M,QUECHUA
60810,Cajamarca,JaÃ©n,Santa Rosa,PARTIDO FRENTE DE LA ESPERANZA 2021,2294,M,QUECHUA
60810,Cajamarca,JaÃ©n,Santa Rosa,ACCION POPULAR,276,M,QUECHUA
60810,Cajamarca,JaÃ©n,Santa Rosa,ALIANZA PARA EL PROGRESO,1346,M,QUECHUA
60810,Cajamarca,JaÃ©n,Santa Rosa,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,1665,M,QUECHUA
60810,Cajamarca,JaÃ©n,Santa Rosa,PARTIDO POLITICO NACIONAL PERU LIBRE,481,M,QUECHUA
60811,Cajamarca,JaÃ©n,Las Pirias,CAJAMARCA SIEMPRE VERDE,853,M,CASTELLANO
60811,Cajamarca,JaÃ©n,Las Pirias,PARTIDO FRENTE DE LA ESPERANZA 2021,216,M,CASTELLANO
60811,Cajamarca,JaÃ©n,Las Pirias,ACCION POPULAR,688,M,CASTELLANO
60811,Cajamarca,JaÃ©n,Las Pirias,ALIANZA PARA EL PROGRESO,245,M,CASTELLANO
60811,Cajamarca,JaÃ©n,Las Pirias,PARTIDO DEMOCRATICO SOMOS PERU,1726,M,CASTELLANO
60812,Cajamarca,JaÃ©n,Huabal,PARTIDO FRENTE DE LA ESPERANZA 2021,233,M,CASTELLANO
60812,Cajamarca,JaÃ©n,Huabal,ACCION POPULAR,2366,M,CASTELLANO
60812,Cajamarca,JaÃ©n,Huabal,PARTIDO DEMOCRATICO SOMOS PERU,2448,M,CASTELLANO
60902,Cajamarca,Santa Cruz,Catache,FRENTE REGIONAL DE CAJAMARCA,1693,M,CASTELLANO
60902,Cajamarca,Santa Cruz,Catache,JUNTOS POR EL PERU,177,M,CASTELLANO
60902,Cajamarca,Santa Cruz,Catache,ACCION POPULAR,1669,M,CASTELLANO
60902,Cajamarca,Santa Cruz,Catache,ALIANZA PARA EL PROGRESO,1289,M,CASTELLANO
60903,Cajamarca,Santa Cruz,ChancaybaÃ±os,FRENTE REGIONAL DE CAJAMARCA,1242,M,CASTELLANO
60903,Cajamarca,Santa Cruz,ChancaybaÃ±os,ALIANZA PARA EL PROGRESO,974,M,CASTELLANO
60904,Cajamarca,Santa Cruz,La Esperanza,FRENTE REGIONAL DE CAJAMARCA,323,M,CASTELLANO
60904,Cajamarca,Santa Cruz,La Esperanza,JUNTOS POR EL PERU,40,M,CASTELLANO
60904,Cajamarca,Santa Cruz,La Esperanza,ALIANZA PARA EL PROGRESO,1241,M,CASTELLANO
60905,Cajamarca,Santa Cruz,Ninabamba,FRENTE REGIONAL DE CAJAMARCA,703,M,CASTELLANO
60906,Cajamarca,Santa Cruz,PulÃ¡n,FRENTE REGIONAL DE CAJAMARCA,201,M,CASTELLANO
60906,Cajamarca,Santa Cruz,PulÃ¡n,PARTIDO FRENTE DE LA ESPERANZA 2021,76,M,CASTELLANO
60906,Cajamarca,Santa Cruz,PulÃ¡n,JUNTOS POR EL PERU,845,M,CASTELLANO
60906,Cajamarca,Santa Cruz,PulÃ¡n,ALIANZA PARA EL PROGRESO,1274,M,CASTELLANO
60907,Cajamarca,Santa Cruz,Sexi,FRENTE REGIONAL DE CAJAMARCA,188,M,CASTELLANO
60907,Cajamarca,Santa Cruz,Sexi,ALIANZA PARA EL PROGRESO,142,M,CASTELLANO
