ubigeo,region,provincia,distrito,organizacion_politica,total_votos,sexo,origen_apellido
50522,AYACUCHO,LUCANAS,SAN PEDRO,PARTIDO APRISTA PERUANO,244,M,QUECHUA
50522,AYACUCHO,LUCANAS,SAN PEDRO,QATUN TARPUY,37,M,QUECHUA
50522,AYACUCHO,LUCANAS,SAN PEDRO,SOLIDARIDAD NACIONAL,37,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,ALIANZA PARA EL PROGRESO DE AYACUCHO,23,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,ALIANZA RENACE AYACUCHO,84,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,FUERZA POPULAR,36,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,31,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,MUSUQ ÑAN,61,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,QATUN TARPUY,94,M,QUECHUA
50524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,SOLIDARIDAD NACIONAL,16,M,QUECHUA
50525,AYACUCHO,LUCANAS,SANTA LUCIA,ALIANZA PARA EL PROGRESO DE AYACUCHO,96,M,CASTELLANO
50525,AYACUCHO,LUCANAS,SANTA LUCIA,ALIANZA RENACE AYACUCHO,255,M,CASTELLANO
50525,AYACUCHO,LUCANAS,SANTA LUCIA,FUERZA POPULAR,87,M,CASTELLANO
50525,AYACUCHO,LUCANAS,SANTA LUCIA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,147,M,CASTELLANO
50525,AYACUCHO,LUCANAS,SANTA LUCIA,PARTIDO APRISTA PERUANO,108,M,CASTELLANO
50529,AYACUCHO,LUCANAS,SAISA,ALIANZA RENACE AYACUCHO,25,M,CASTELLANO
50529,AYACUCHO,LUCANAS,SAISA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,110,M,CASTELLANO
50529,AYACUCHO,LUCANAS,SAISA,SOLIDARIDAD NACIONAL,90,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,ALIANZA PARA EL PROGRESO DE AYACUCHO,219,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,ALIANZA RENACE AYACUCHO,158,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,FUERZA POPULAR,10,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,76,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,MUSUQ ÑAN,31,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,PARTIDO APRISTA PERUANO,204,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,QATUN TARPUY,16,M,CASTELLANO
50531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,UNIDOS POR EL DESARROLLO DE AYACUCHO,60,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,ACCION POPULAR,189,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,ALIANZA PARA EL PROGRESO DE AYACUCHO,199,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,ALIANZA RENACE AYACUCHO,92,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,FUERZA POPULAR,58,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,MUSUQ ÑAN,256,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,PARTIDO APRISTA PERUANO,22,M,CASTELLANO
50532,AYACUCHO,LUCANAS,SAN CRISTOBAL,QATUN TARPUY,96,M,CASTELLANO
50604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,ALIANZA RENACE AYACUCHO,134,M,CASTELLANO
50604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,FUERZA POPULAR,160,M,CASTELLANO
50604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,MUSUQ ÑAN,149,M,CASTELLANO
50604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,UNIDOS POR EL DESARROLLO DE AYACUCHO,44,M,CASTELLANO
50605,AYACUCHO,PARINACOCHAS,CHUMPI,ALIANZA RENACE AYACUCHO,303,M,CASTELLANO
50605,AYACUCHO,PARINACOCHAS,CHUMPI,FUERZA POPULAR,384,M,CASTELLANO
50605,AYACUCHO,PARINACOCHAS,CHUMPI,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,38,M,CASTELLANO
50605,AYACUCHO,PARINACOCHAS,CHUMPI,MUSUQ ÑAN,429,M,CASTELLANO
50605,AYACUCHO,PARINACOCHAS,CHUMPI,QATUN TARPUY,24,M,CASTELLANO
50605,AYACUCHO,PARINACOCHAS,CHUMPI,UNIDOS POR EL DESARROLLO DE AYACUCHO,18,M,CASTELLANO
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,ALIANZA RENACE AYACUCHO,130,M,QUECHUA
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,FUERZA POPULAR,12,M,QUECHUA
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,115,M,QUECHUA
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,MUSUQ ÑAN,101,M,QUECHUA
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,QATUN TARPUY,27,M,QUECHUA
50608,AYACUCHO,PARINACOCHAS,PACAPAUSA,UNIDOS POR EL DESARROLLO DE AYACUCHO,8,M,QUECHUA
50611,AYACUCHO,PARINACOCHAS,PULLO,ALIANZA RENACE AYACUCHO,855,M,CASTELLANO
50611,AYACUCHO,PARINACOCHAS,PULLO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,105,M,CASTELLANO
50611,AYACUCHO,PARINACOCHAS,PULLO,MUSUQ ÑAN,382,M,CASTELLANO
50611,AYACUCHO,PARINACOCHAS,PULLO,QATUN TARPUY,28,M,CASTELLANO
50611,AYACUCHO,PARINACOCHAS,PULLO,UNIDOS POR EL DESARROLLO DE AYACUCHO,106,M,CASTELLANO
50612,AYACUCHO,PARINACOCHAS,PUYUSCA,ALIANZA RENACE AYACUCHO,480,M,CASTELLANO
50612,AYACUCHO,PARINACOCHAS,PUYUSCA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,332,M,CASTELLANO
50612,AYACUCHO,PARINACOCHAS,PUYUSCA,MUSUQ ÑAN,229,M,CASTELLANO
50612,AYACUCHO,PARINACOCHAS,PUYUSCA,QATUN TARPUY,23,M,CASTELLANO
50612,AYACUCHO,PARINACOCHAS,PUYUSCA,UNIDOS POR EL DESARROLLO DE AYACUCHO,49,M,CASTELLANO
50615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,ALIANZA RENACE AYACUCHO,91,M,CASTELLANO
50615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,81,M,CASTELLANO
50615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,MUSUQ ÑAN,26,M,CASTELLANO
50615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,PARTIDO APRISTA PERUANO,103,M,CASTELLANO
50615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,QATUN TARPUY,28,M,CASTELLANO
50616,AYACUCHO,PARINACOCHAS,UPAHUACHO,ALIANZA RENACE AYACUCHO,142,M,CASTELLANO
50616,AYACUCHO,PARINACOCHAS,UPAHUACHO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,263,M,CASTELLANO
50616,AYACUCHO,PARINACOCHAS,UPAHUACHO,MUSUQ ÑAN,231,M,CASTELLANO
50616,AYACUCHO,PARINACOCHAS,UPAHUACHO,QATUN TARPUY,5,M,CASTELLANO
50616,AYACUCHO,PARINACOCHAS,UPAHUACHO,UNIDOS POR EL DESARROLLO DE AYACUCHO,51,M,CASTELLANO
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,443,M,CASTELLANO
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ALIANZA RENACE AYACUCHO,348,M,CASTELLANO
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,FUERZA POPULAR,206,M,CASTELLANO
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,68,M,CASTELLANO
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,MUSUQ ÑAN,107,M,CASTELLANO
50702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,QATUN TARPUY,41,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,ALIANZA PARA EL PROGRESO DE AYACUCHO,20,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,ALIANZA RENACE AYACUCHO,47,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,FUERZA POPULAR,41,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,98,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,MUSUQ ÑAN,112,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,QATUN TARPUY,84,M,CASTELLANO
50703,AYACUCHO,VICTOR FAJARDO,APONGO,UNIDOS POR EL DESARROLLO DE AYACUCHO,15,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,ALIANZA PARA EL PROGRESO DE AYACUCHO,177,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,ALIANZA RENACE AYACUCHO,335,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,FUERZA POPULAR,298,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,128,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,MUSUQ ÑAN,92,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,QATUN TARPUY,81,M,CASTELLANO
50704,AYACUCHO,VICTOR FAJARDO,CANARIA,UNIDOS POR EL DESARROLLO DE AYACUCHO,69,M,CASTELLANO
50706,AYACUCHO,VICTOR FAJARDO,CAYARA,ALIANZA PARA EL PROGRESO DE AYACUCHO,123,M,QUECHUA
50706,AYACUCHO,VICTOR FAJARDO,CAYARA,ALIANZA RENACE AYACUCHO,269,M,QUECHUA
50706,AYACUCHO,VICTOR FAJARDO,CAYARA,MUSUQ ÑAN,164,M,QUECHUA
50706,AYACUCHO,VICTOR FAJARDO,CAYARA,QATUN TARPUY,64,M,QUECHUA
50707,AYACUCHO,VICTOR FAJARDO,COLCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,81,M,CASTELLANO
50707,AYACUCHO,VICTOR FAJARDO,COLCA,ALIANZA RENACE AYACUCHO,280,M,CASTELLANO
50707,AYACUCHO,VICTOR FAJARDO,COLCA,FUERZA POPULAR,122,M,CASTELLANO
50707,AYACUCHO,VICTOR FAJARDO,COLCA,MOVIMIENTO ETNOCACERISTA AYACUCHO,1,M,CASTELLANO
50707,AYACUCHO,VICTOR FAJARDO,COLCA,MUSUQ ÑAN,173,M,CASTELLANO
50707,AYACUCHO,VICTOR FAJARDO,COLCA,QATUN TARPUY,262,M,CASTELLANO
50708,AYACUCHO,VICTOR FAJARDO,HUALLA,ACCION POPULAR,202,M,CASTELLANO
50708,AYACUCHO,VICTOR FAJARDO,HUALLA,ALIANZA PARA EL PROGRESO DE AYACUCHO,148,M,CASTELLANO
50708,AYACUCHO,VICTOR FAJARDO,HUALLA,ALIANZA RENACE AYACUCHO,176,M,CASTELLANO
50708,AYACUCHO,VICTOR FAJARDO,HUALLA,FUERZA POPULAR,111,M,CASTELLANO
50708,AYACUCHO,VICTOR FAJARDO,HUALLA,MUSUQ ÑAN,159,M,CASTELLANO
50708,AYACUCHO,VICTOR FAJARDO,HUALLA,QATUN TARPUY,175,M,CASTELLANO
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,ALIANZA PARA EL PROGRESO DE AYACUCHO,118,M,CASTELLANO
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,ALIANZA RENACE AYACUCHO,262,M,CASTELLANO
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,FUERZA POPULAR,49,M,CASTELLANO
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,27,M,CASTELLANO
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,MUSUQ ÑAN,160,M,CASTELLANO
50709,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,QATUN TARPUY,9,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,ALIANZA PARA EL PROGRESO DE AYACUCHO,200,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,ALIANZA RENACE AYACUCHO,181,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,FUERZA POPULAR,75,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,2,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,MUSUQ ÑAN,82,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,QATUN TARPUY,118,M,CASTELLANO
50710,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,UNIDOS POR EL DESARROLLO DE AYACUCHO,70,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,ALIANZA PARA EL PROGRESO DE AYACUCHO,186,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,ALIANZA RENACE AYACUCHO,213,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,FUERZA POPULAR,22,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,MOVIMIENTO ETNOCACERISTA AYACUCHO,24,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,MUSUQ ÑAN,422,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,QATUN TARPUY,284,M,CASTELLANO
50713,AYACUCHO,VICTOR FAJARDO,SARHUA,UNIDOS POR EL DESARROLLO DE AYACUCHO,67,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,ALIANZA PARA EL PROGRESO DE AYACUCHO,281,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,ALIANZA RENACE AYACUCHO,430,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,FUERZA POPULAR,241,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,18,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,MUSUQ ÑAN,166,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,PARTIDO POPULAR CRISTIANO - PPC,67,M,CASTELLANO
50714,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,QATUN TARPUY,426,M,CASTELLANO
50715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,ALIANZA PARA EL PROGRESO DE AYACUCHO,62,M,QUECHUA
50715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,ALIANZA RENACE AYACUCHO,116,M,QUECHUA
50715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,MUSUQ ÑAN,89,M,QUECHUA
50715,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,QATUN TARPUY,32,M,QUECHUA
50802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,58,M,CASTELLANO
50802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,ALIANZA RENACE AYACUCHO,73,M,CASTELLANO
50802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,FUERZA POPULAR,223,M,CASTELLANO
50802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,MUSUQ ÑAN,209,M,CASTELLANO
50802,AYACUCHO,HUANCA SANCOS,SACSAMARCA,QATUN TARPUY,267,M,CASTELLANO
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,155,M,QUECHUA
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,ALIANZA RENACE AYACUCHO,49,M,QUECHUA
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,FUERZA POPULAR,61,M,QUECHUA
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,164,M,QUECHUA
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,MUSUQ ÑAN,257,M,QUECHUA
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,PARTIDO POPULAR CRISTIANO - PPC,148,M,QUECHUA
50803,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,QATUN TARPUY,198,M,QUECHUA
50804,AYACUCHO,HUANCA SANCOS,CARAPO,ALIANZA PARA EL PROGRESO DE AYACUCHO,307,M,CASTELLANO
50804,AYACUCHO,HUANCA SANCOS,CARAPO,ALIANZA RENACE AYACUCHO,41,M,CASTELLANO
50804,AYACUCHO,HUANCA SANCOS,CARAPO,FUERZA POPULAR,82,M,CASTELLANO
50804,AYACUCHO,HUANCA SANCOS,CARAPO,MUSUQ ÑAN,322,M,CASTELLANO
50804,AYACUCHO,HUANCA SANCOS,CARAPO,QATUN TARPUY,489,M,CASTELLANO
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,ALIANZA PARA EL PROGRESO DE AYACUCHO,358,M,CASTELLANO
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,ALIANZA RENACE AYACUCHO,704,M,CASTELLANO
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,FUERZA POPULAR,240,M,CASTELLANO
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,2,M,CASTELLANO
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,MUSUQ ÑAN,319,M,CASTELLANO
50902,AYACUCHO,VILCAS HUAMAN,VISCHONGO,QATUN TARPUY,454,M,CASTELLANO
50903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,186,M,CASTELLANO
50903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,ALIANZA RENACE AYACUCHO,269,M,CASTELLANO
50903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,FUERZA POPULAR,145,M,CASTELLANO
50903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,MUSUQ ÑAN,107,M,CASTELLANO
50903,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,QATUN TARPUY,64,M,CASTELLANO
50904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,262,M,CASTELLANO
50904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,ALIANZA RENACE AYACUCHO,142,M,CASTELLANO
50904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,FUERZA POPULAR,60,M,CASTELLANO
50904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,MUSUQ ÑAN,15,M,CASTELLANO
50904,AYACUCHO,VILCAS HUAMAN,CARHUANCA,QATUN TARPUY,86,M,CASTELLANO
50905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,ALIANZA PARA EL PROGRESO DE AYACUCHO,35,M,CASTELLANO
50905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,ALIANZA RENACE AYACUCHO,15,M,CASTELLANO
50905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,FUERZA POPULAR,643,M,CASTELLANO
50905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,MUSUQ ÑAN,46,M,CASTELLANO
50905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,QATUN TARPUY,556,M,CASTELLANO
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,ALIANZA PARA EL PROGRESO DE AYACUCHO,356,M,CASTELLANO
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,ALIANZA RENACE AYACUCHO,116,M,CASTELLANO
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,FUERZA POPULAR,87,M,CASTELLANO
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,143,M,CASTELLANO
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,MUSUQ ÑAN,31,M,CASTELLANO
50906,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,QATUN TARPUY,270,M,CASTELLANO
50907,AYACUCHO,VILCAS HUAMAN,SAURAMA,ALIANZA PARA EL PROGRESO DE AYACUCHO,219,M,CASTELLANO
50907,AYACUCHO,VILCAS HUAMAN,SAURAMA,ALIANZA RENACE AYACUCHO,125,M,CASTELLANO
50907,AYACUCHO,VILCAS HUAMAN,SAURAMA,FUERZA POPULAR,0,M,CASTELLANO
50907,AYACUCHO,VILCAS HUAMAN,SAURAMA,MUSUQ ÑAN,69,M,CASTELLANO
50907,AYACUCHO,VILCAS HUAMAN,SAURAMA,QATUN TARPUY,141,M,CASTELLANO
50908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,ALIANZA PARA EL PROGRESO DE AYACUCHO,185,M,CASTELLANO
50908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,ALIANZA RENACE AYACUCHO,203,M,CASTELLANO
50908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,MUSUQ ÑAN,99,M,CASTELLANO
50908,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,QATUN TARPUY,249,M,CASTELLANO
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,ALIANZA PARA EL PROGRESO DE AYACUCHO,71,M,QUECHUA
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,ALIANZA RENACE AYACUCHO,59,M,QUECHUA
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,FUERZA POPULAR,15,M,QUECHUA
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,51,M,QUECHUA
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,QATUN TARPUY,27,M,QUECHUA
51002,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,UNIDOS POR EL DESARROLLO DE AYACUCHO,6,M,QUECHUA
51003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,ACCION POPULAR,0,M,CASTELLANO
51003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,ALIANZA PARA EL PROGRESO DE AYACUCHO,60,M,CASTELLANO
51003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,161,M,CASTELLANO
51003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,PARTIDO APRISTA PERUANO,5,M,CASTELLANO
51003,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,UNIDOS POR EL DESARROLLO DE AYACUCHO,4,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,ACCION POPULAR,35,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,ALIANZA PARA EL PROGRESO DE AYACUCHO,181,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,ALIANZA RENACE AYACUCHO,100,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,FUERZA POPULAR,171,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,67,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,PARTIDO APRISTA PERUANO,20,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,QATUN TARPUY,98,M,CASTELLANO
51004,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,UNIDOS POR EL DESARROLLO DE AYACUCHO,174,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,ALIANZA PARA EL PROGRESO DE AYACUCHO,19,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,ALIANZA RENACE AYACUCHO,51,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,FUERZA POPULAR,115,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,24,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,PARTIDO APRISTA PERUANO,63,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,QATUN TARPUY,23,M,CASTELLANO
51005,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,UNIDOS POR EL DESARROLLO DE AYACUCHO,50,M,CASTELLANO
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,ACCION POPULAR,18,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,ALIANZA PARA EL PROGRESO DE AYACUCHO,4,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,ALIANZA RENACE AYACUCHO,32,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,FUERZA POPULAR,53,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,42,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,PARTIDO APRISTA PERUANO,9,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,QATUN TARPUY,149,M,AYMARA
51006,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,UNIDOS POR EL DESARROLLO DE AYACUCHO,120,M,AYMARA
51007,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,ACCION POPULAR,3,M,CASTELLANO
51007,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,ALIANZA PARA EL PROGRESO DE AYACUCHO,50,M,CASTELLANO
