ubigeo,region,provincia,distrito,organizacion_politica,total_votos,sexo,origen_apellido
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,66,M,CASTELLANO
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,647,M,CASTELLANO
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,OBRAS POR AMAZONAS,921,M,CASTELLANO
10109,AMAZONAS,CHACHAPOYAS,LA JALCA,SENTIMIENTO AMAZONENSE REGIONAL,498,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,ALIANZA PARA EL PROGRESO,341,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,74,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,346,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,264,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,OBRAS POR AMAZONAS,168,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,PARTIDO APRISTA PERUANO,236,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,86,M,CASTELLANO
10110,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,TODOS SOMOS AMAZONAS,246,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,178,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,220,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,73,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,OBRAS POR AMAZONAS,4,M,CASTELLANO
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,SENTIMIENTO AMAZONENSE REGIONAL,225,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,84,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,16,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,190,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,OBRAS POR AMAZONAS,8,M,CASTELLANO
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,SENTIMIENTO AMAZONENSE REGIONAL,217,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,ALIANZA PARA EL PROGRESO,17,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,48,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,135,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,OBRAS POR AMAZONAS,116,M,CASTELLANO
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,SENTIMIENTO AMAZONENSE REGIONAL,251,M,CASTELLANO
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,293,M,QUECHUA
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,12,M,QUECHUA
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,432,M,QUECHUA
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,OBRAS POR AMAZONAS,72,M,QUECHUA
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,SENTIMIENTO AMAZONENSE REGIONAL,413,M,QUECHUA
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,214,M,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,130,M,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,OBRAS POR AMAZONAS,20,M,CASTELLANO
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,SENTIMIENTO AMAZONENSE REGIONAL,124,M,CASTELLANO
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,147,M,CASTELLANO
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,SENTIMIENTO AMAZONENSE REGIONAL,118,M,CASTELLANO
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,181,M,CASTELLANO
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,OBRAS POR AMAZONAS,168,M,CASTELLANO
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,SENTIMIENTO AMAZONENSE REGIONAL,295,M,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,ALIANZA PARA EL PROGRESO,9,M,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,73,M,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,85,M,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,OBRAS POR AMAZONAS,11,M,CASTELLANO
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,SENTIMIENTO AMAZONENSE REGIONAL,107,M,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,68,M,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,291,M,CASTELLANO
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,SENTIMIENTO AMAZONENSE REGIONAL,36,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,293,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,469,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,OBRAS POR AMAZONAS,56,M,CASTELLANO
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,SENTIMIENTO AMAZONENSE REGIONAL,143,M,CASTELLANO
10121,AMAZONAS,CHACHAPOYAS,SONCHE,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,14,M,CASTELLANO
10121,AMAZONAS,CHACHAPOYAS,SONCHE,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,138,M,CASTELLANO
10121,AMAZONAS,CHACHAPOYAS,SONCHE,SENTIMIENTO AMAZONENSE REGIONAL,80,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,ALIANZA PARA EL PROGRESO,89,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,1026,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,914,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,344,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,OBRAS POR AMAZONAS,80,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,PARTIDO POPULAR CRISTIANO - PPC,25,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,SENTIMIENTO AMAZONENSE REGIONAL,1461,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,TODOS SOMOS AMAZONAS,613,M,CASTELLANO
10201,AMAZONAS,BAGUA,LA PECA,UNIDAD Y DEMOCRACIA DE AMAZONAS,794,M,CASTELLANO
10202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,1383,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,775,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,924,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,OBRAS POR AMAZONAS,47,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,PARTIDO POPULAR CRISTIANO - PPC,7,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,SENTIMIENTO AMAZONENSE REGIONAL,1546,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,TODOS SOMOS AMAZONAS,70,M,AYMARA
10202,AMAZONAS,BAGUA,ARAMANGO,UNIDAD Y DEMOCRACIA DE AMAZONAS,793,M,AYMARA
10203,AMAZONAS,BAGUA,COPALLIN,ALIANZA PARA EL PROGRESO,377,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,541,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,233,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,367,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,OBRAS POR AMAZONAS,68,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,PARTIDO POPULAR CRISTIANO - PPC,42,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,SENTIMIENTO AMAZONENSE REGIONAL,682,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,TODOS SOMOS AMAZONAS,109,M,CASTELLANO
10203,AMAZONAS,BAGUA,COPALLIN,UNIDAD Y DEMOCRACIA DE AMAZONAS,388,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,116,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,215,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,PARTIDO POPULAR CRISTIANO - PPC,9,M,CASTELLANO
10204,AMAZONAS,BAGUA,EL PARCO,SENTIMIENTO AMAZONENSE REGIONAL,760,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,ACCION POPULAR,541,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,ALIANZA PARA EL PROGRESO,1159,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",140,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,1505,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,734,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,1117,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,OBRAS POR AMAZONAS,239,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PARTIDO DEMOCRATICO SOMOS PERU,497,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PARTIDO HUMANISTA PERUANO,239,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PARTIDO POPULAR CRISTIANO - PPC,167,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,PERU POSIBLE,675,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,SENTIMIENTO AMAZONENSE REGIONAL,1214,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,TODOS SOMOS AMAZONAS,796,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,UNIDAD Y DEMOCRACIA DE AMAZONAS,259,M,CASTELLANO
10206,AMAZONAS,BAGUA,IMAZA,VAMOS PERU,260,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,140,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,27,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,18,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,OBRAS POR AMAZONAS,92,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,SENTIMIENTO AMAZONENSE REGIONAL,183,M,CASTELLANO
10302,AMAZONAS,BONGARA,COROSHA,TODOS SOMOS AMAZONAS,27,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,273,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,OBRAS POR AMAZONAS,68,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,SENTIMIENTO AMAZONENSE REGIONAL,117,M,CASTELLANO
10303,AMAZONAS,BONGARA,CUISPES,TODOS SOMOS AMAZONAS,15,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,109,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,OBRAS POR AMAZONAS,133,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,SENTIMIENTO AMAZONENSE REGIONAL,24,M,CASTELLANO
10304,AMAZONAS,BONGARA,CHISQUILLA,TODOS SOMOS AMAZONAS,43,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,4,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,180,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,OBRAS POR AMAZONAS,97,M,CASTELLANO
10305,AMAZONAS,BONGARA,CHURUJA,SENTIMIENTO AMAZONENSE REGIONAL,10,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,ALIANZA PARA EL PROGRESO,129,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,33,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,482,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,323,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,OBRAS POR AMAZONAS,899,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,SENTIMIENTO AMAZONENSE REGIONAL,872,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,TODOS SOMOS AMAZONAS,75,M,CASTELLANO
10306,AMAZONAS,BONGARA,FLORIDA,UNIDAD Y DEMOCRACIA DE AMAZONAS,82,M,CASTELLANO
10307,AMAZONAS,BONGARA,RECTA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,115,M,CASTELLANO
10307,AMAZONAS,BONGARA,RECTA,OBRAS POR AMAZONAS,166,M,CASTELLANO
10307,AMAZONAS,BONGARA,RECTA,SENTIMIENTO AMAZONENSE REGIONAL,42,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,143,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,OBRAS POR AMAZONAS,132,M,CASTELLANO
10308,AMAZONAS,BONGARA,SAN CARLOS,SENTIMIENTO AMAZONENSE REGIONAL,50,M,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,77,M,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,50,M,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,OBRAS POR AMAZONAS,399,M,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,394,M,CASTELLANO
10309,AMAZONAS,BONGARA,SHIPASBAMBA,TODOS SOMOS AMAZONAS,8,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,41,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,41,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,54,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,OBRAS POR AMAZONAS,323,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,SENTIMIENTO AMAZONENSE REGIONAL,185,M,CASTELLANO
10310,AMAZONAS,BONGARA,VALERA,UNIDAD Y DEMOCRACIA DE AMAZONAS,34,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,ALIANZA PARA EL PROGRESO,25,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,763,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,247,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,OBRAS POR AMAZONAS,1000,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,SENTIMIENTO AMAZONENSE REGIONAL,913,M,CASTELLANO
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,TODOS SOMOS AMAZONAS,67,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,180,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1262,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,451,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,OBRAS POR AMAZONAS,695,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,SENTIMIENTO AMAZONENSE REGIONAL,728,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,TODOS SOMOS AMAZONAS,39,M,CASTELLANO
10312,AMAZONAS,BONGARA,JAZAN,UNIDAD Y DEMOCRACIA DE AMAZONAS,78,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,ALIANZA PARA EL PROGRESO,598,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,65,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,427,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,OBRAS POR AMAZONAS,581,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,SENTIMIENTO AMAZONENSE REGIONAL,191,M,CASTELLANO
10402,AMAZONAS,LUYA,CAMPORREDONDO,TODOS SOMOS AMAZONAS,926,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,136,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,122,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,OBRAS POR AMAZONAS,154,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,SENTIMIENTO AMAZONENSE REGIONAL,254,M,CASTELLANO
10403,AMAZONAS,LUYA,COCABAMBA,UNIDAD Y DEMOCRACIA DE AMAZONAS,229,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,22,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,175,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,80,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,OBRAS POR AMAZONAS,395,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,SENTIMIENTO AMAZONENSE REGIONAL,342,M,CASTELLANO
10404,AMAZONAS,LUYA,COLCAMAR,UNIDAD Y DEMOCRACIA DE AMAZONAS,202,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,76,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,55,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,276,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,OBRAS POR AMAZONAS,175,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,SENTIMIENTO AMAZONENSE REGIONAL,225,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,TODOS SOMOS AMAZONAS,202,M,CASTELLANO
10405,AMAZONAS,LUYA,CONILA,UNIDAD Y DEMOCRACIA DE AMAZONAS,55,M,CASTELLANO
10406,AMAZONAS,LUYA,INGUILPATA,ALIANZA PARA EL PROGRESO,132,M,CASTELLANO
10406,AMAZONAS,LUYA,INGUILPATA,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,26,M,CASTELLANO
10406,AMAZONAS,LUYA,INGUILPATA,OBRAS POR AMAZONAS,196,M,CASTELLANO
