UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_ELECCION,MESA,ESTADO_MESA,UBICACION_EN_CEDULA,TIPO_AGRUPACION,CODIGO_AGRUPACION,AGRUPACION_POLITICA,VOTOS_OBTENIDOS,ELECTORES_HABILES,VOTOS_BLANCOS,VOTOS_NULOS,VOTOS_IMPUG
110213,JUNIN,CONCEPCION,ORCOTUNA,MUNICIPAL DISTRITAL,102148,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23810000,AGRUPACION INDEPENDIENTE SI CUMPLE,6,247,12,11,0
110213,JUNIN,CONCEPCION,ORCOTUNA,MUNICIPAL DISTRITAL,102148,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,3,247,12,11,0
110213,JUNIN,CONCEPCION,ORCOTUNA,MUNICIPAL DISTRITAL,102148,CONTABILIZADAS NORMALES,11,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,2,247,12,11,0
110213,JUNIN,CONCEPCION,ORCOTUNA,MUNICIPAL DISTRITAL,102148,CONTABILIZADAS NORMALES,12,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,8,247,12,11,0
110213,JUNIN,CONCEPCION,ORCOTUNA,MUNICIPAL DISTRITAL,102148,CONTABILIZADAS NORMALES,13,LISTA INDEPENDIENTE,24100000,ALIANZA ELECTORAL UNIDAD NACIONAL,41,247,12,11,0
110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,MUNICIPAL DISTRITAL,102159,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,44,250,25,10,0
110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,MUNICIPAL DISTRITAL,102159,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,24,250,25,10,0
110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,MUNICIPAL DISTRITAL,102159,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,33,250,25,10,0
110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,MUNICIPAL DISTRITAL,102159,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,61,250,25,10,0
110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,MUNICIPAL DISTRITAL,102159,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,7,250,25,10,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,14,224,19,14,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,18,224,19,14,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,28,224,19,14,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,14,224,19,14,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,50,224,19,14,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,30,224,19,14,0
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,MUNICIPAL DISTRITAL,102175,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,1,224,19,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,3,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,74,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,16,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,17,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,5,PROVINCIAL,2896,FUERZA CHANCHAMAYO,4,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,5,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,3,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23810000,AGRUPACION INDEPENDIENTE SI CUMPLE,20,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,19,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,16,246,15,14,0
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,MUNICIPAL DISTRITAL,102699,CONTABILIZADAS NORMALES,11,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,5,246,15,14,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,3,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,30,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,50,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,4,PROVINCIAL,2896,FUERZA CHANCHAMAYO,8,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,34,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,2,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23810000,AGRUPACION INDEPENDIENTE SI CUMPLE,10,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,22,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,8,238,12,15,0
110802,JUNIN,CHANCHAMAYO,SAN RAMON,MUNICIPAL DISTRITAL,102717,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,24120000,ALIANZA ELECTORAL UNIDAD POPULAR,0,238,12,15,0
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,MUNICIPAL DISTRITAL,102755,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,22,186,32,4,0
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,MUNICIPAL DISTRITAL,102755,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,32,186,32,4,0
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,MUNICIPAL DISTRITAL,102755,CONTABILIZADAS NORMALES,3,PROVINCIAL,2896,FUERZA CHANCHAMAYO,11,186,32,4,0
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,MUNICIPAL DISTRITAL,102755,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23810000,AGRUPACION INDEPENDIENTE SI CUMPLE,33,186,32,4,0
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,MUNICIPAL DISTRITAL,102755,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,8,186,32,4,0
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,MUNICIPAL DISTRITAL,102755,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,24100000,ALIANZA ELECTORAL UNIDAD NACIONAL,1,186,32,4,0
110803,JUNIN,CHANCHAMAYO,VITOC,MUNICIPAL DISTRITAL,102769,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,45,211,14,6,0
110803,JUNIN,CHANCHAMAYO,VITOC,MUNICIPAL DISTRITAL,102769,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,26,211,14,6,0
110803,JUNIN,CHANCHAMAYO,VITOC,MUNICIPAL DISTRITAL,102769,CONTABILIZADAS NORMALES,3,PROVINCIAL,2896,FUERZA CHANCHAMAYO,6,211,14,6,0
110803,JUNIN,CHANCHAMAYO,VITOC,MUNICIPAL DISTRITAL,102769,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23810000,AGRUPACION INDEPENDIENTE SI CUMPLE,32,211,14,6,0
110803,JUNIN,CHANCHAMAYO,VITOC,MUNICIPAL DISTRITAL,102769,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,29,211,14,6,0
110803,JUNIN,CHANCHAMAYO,VITOC,MUNICIPAL DISTRITAL,102769,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,12,211,14,6,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,5,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,13,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,32,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,0,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,5,PROVINCIAL,2896,FUERZA CHANCHAMAYO,1,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,17,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23810000,AGRUPACION INDEPENDIENTE SI CUMPLE,3,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,13,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,0,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,2,142,5,7,0
110806,JUNIN,CHANCHAMAYO,PERENE,MUNICIPAL DISTRITAL,102849,CONTABILIZADAS NORMALES,11,LISTA INDEPENDIENTE,24100000,ALIANZA ELECTORAL UNIDAD NACIONAL,8,142,5,7,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,1,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,52,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,5,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2204,JUNIN SOSTENIBLE CON SU GENTE,11,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,5,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,22,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,19,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,4,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,44,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,5,230,13,10,0
110302,JUNIN,JAUJA,ACOLLA,MUNICIPAL DISTRITAL,103272,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,24100000,ALIANZA ELECTORAL UNIDAD NACIONAL,19,230,13,10,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,18,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,23,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,10,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,12,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,5,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,3,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,41,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,35,209,21,9,0
110303,JUNIN,JAUJA,APATA,MUNICIPAL DISTRITAL,103301,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,5,209,21,9,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,4,133,8,7,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,22,133,8,7,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,3,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,14,133,8,7,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,7,133,8,7,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,22,133,8,7,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,7,133,8,7,0
110304,JUNIN,JAUJA,ATAURA,MUNICIPAL DISTRITAL,103317,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23860000,PERU POSIBLE,27,133,8,7,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,4,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,5,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,19,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,4,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,2,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,13,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23730000,PARTIDO DEMOCRATICO SOMOS PERU,21,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,3,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,2,95,9,2,0
110305,JUNIN,JAUJA,CANCHAYLLO,MUNICIPAL DISTRITAL,103327,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,4,95,9,2,0
110331,JUNIN,JAUJA,CURICACA,MUNICIPAL DISTRITAL,103333,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,51,130,12,6,0
110331,JUNIN,JAUJA,CURICACA,MUNICIPAL DISTRITAL,103333,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,4,130,12,6,0
110331,JUNIN,JAUJA,CURICACA,MUNICIPAL DISTRITAL,103333,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,36,130,12,6,0
110331,JUNIN,JAUJA,CURICACA,MUNICIPAL DISTRITAL,103333,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,1,130,12,6,0
110331,JUNIN,JAUJA,CURICACA,MUNICIPAL DISTRITAL,103333,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,11,130,12,6,0
110331,JUNIN,JAUJA,CURICACA,MUNICIPAL DISTRITAL,103333,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,24100000,ALIANZA ELECTORAL UNIDAD NACIONAL,2,130,12,6,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,39,220,24,3,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,33,220,24,3,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,9,220,24,3,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,4,PARTIDO POLITICO,2209,FRENTE PATRIOTA PERUANO,43,220,24,3,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23690000,UNION POR EL PERU,9,220,24,3,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,16,220,24,3,0
110306,JUNIN,JAUJA,EL MANTARO,MUNICIPAL DISTRITAL,103339,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,7,220,24,3,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,5,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,11,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,19,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,4,DISTRITAL,2725,DESARROLLO Y PROGRESO POR HUAMALI,15,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,5,LISTA INDEPENDIENTE,23510000,ACCION POPULAR,14,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,6,LISTA INDEPENDIENTE,23700000,ALIANZA PARA EL PROGRESO,19,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,7,LISTA INDEPENDIENTE,23820000,PARTIDO APRISTA PERUANO,29,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,8,LISTA INDEPENDIENTE,23950000,RESTAURACION NACIONAL,4,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,9,LISTA INDEPENDIENTE,24010000,PARTIDO NACIONALISTA PERUANO,32,246,12,6,0
110307,JUNIN,JAUJA,HUAMALI,MUNICIPAL DISTRITAL,103349,CONTABILIZADAS NORMALES,10,LISTA INDEPENDIENTE,24100000,ALIANZA ELECTORAL UNIDAD NACIONAL,41,246,12,6,0
110308,JUNIN,JAUJA,HUARIPAMPA,MUNICIPAL DISTRITAL,103360,CONTABILIZADAS NORMALES,1,PARTIDO POLITICO,1863,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,27,234,13,6,0
110308,JUNIN,JAUJA,HUARIPAMPA,MUNICIPAL DISTRITAL,103360,CONTABILIZADAS NORMALES,2,PARTIDO POLITICO,1943,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,21,234,13,6,0
110308,JUNIN,JAUJA,HUARIPAMPA,MUNICIPAL DISTRITAL,103360,CONTABILIZADAS NORMALES,3,PARTIDO POLITICO,2048,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,9,234,13,6,0
