UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,TIPO_ELECCION,MESA,ESTADO_MESA,UBICACION_EN_CEDULA,TIPO_AGRUPACION,CODIGO_AGRUPACION,AGRUPACION_POLITICA,VOTOS_OBTENIDOS,ELECTORES_HABILES,VOTOS_BLANCOS,VOTOS_NULOS,VOTOS_IMPUG
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,1,NACIONAL,23660000,ALIANZA PARA EL PROGRESO,4,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,2,REGIONAL,191,CIENCIA Y ACCION MOVILIZADORA DE UCAYALI,1,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,3,REGIONAL,194,MOVIMIENTO AGRARIO POPULAR  UCAYALINO,0,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,4,REGIONAL,198,MOVIMIENTO POLITICO REGIONAL FUERZA UCAYALINA (FU),8,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,5,REGIONAL,190,BLOQUE POPULAR UCAYALI,1,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,6,REGIONAL,193,ESFUERZOS UNIDOS,15,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,7,REGIONAL,41,TODOS SOMOS UCAYALI,21,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,8,REGIONAL,101,UCAYALI REGION CON  FUTURO,9,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,9,NACIONAL,23510000,ACCION POPULAR,2,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,10,NACIONAL,23800000,FUERZA POPULAR,8,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,11,DISTRITAL,249,MOVIMIENTO INDEPENDIENTE JUNTOS  POR YARINACOCHA,5,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,12,DISTRITAL,210,AGRUPACION POLITICA LOCAL CONTIGO YARINA CY,25,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,13,REGIONAL,192,CONFIANZA UCAYALI,5,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,14,REGIONAL,29,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,89,280,29,6,0
250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,MUNICIPAL DISTRITAL,260,ACTA ELECTORAL RESUELTA ,15,REGIONAL,196,MOVIMIENTO POLITICO REGIONAL FUERZA JUVENIL,4,280,29,6,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,1,NACIONAL,23800000,FUERZA POPULAR,7,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,2,NACIONAL,23660000,ALIANZA PARA EL PROGRESO,11,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,3,REGIONAL,156,INTEGRANDO UCAYALI,6,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,4,REGIONAL,190,BLOQUE POPULAR UCAYALI,1,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,5,REGIONAL,196,MOVIMIENTO POLITICO REGIONAL FUERZA JUVENIL,42,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,6,REGIONAL,41,TODOS SOMOS UCAYALI,33,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,7,REGIONAL,101,UCAYALI REGION CON  FUTURO,31,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,8,REGIONAL,29,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,53,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,9,REGIONAL,192,CONFIANZA UCAYALI,1,287,30,7,0
250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,MUNICIPAL DISTRITAL,286,ACTA ELECTORAL NORMAL,10,REGIONAL,193,ESFUERZOS UNIDOS,2,287,30,7,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,1,REGIONAL,156,INTEGRANDO UCAYALI,30,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,2,REGIONAL,193,ESFUERZOS UNIDOS,1,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,3,REGIONAL,41,TODOS SOMOS UCAYALI,29,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,4,REGIONAL,101,UCAYALI REGION CON  FUTURO,38,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,5,NACIONAL,23510000,ACCION POPULAR,0,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,6,REGIONAL,192,CONFIANZA UCAYALI,2,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,7,DISTRITAL,265,MOVIMIENTO PROGRESISTA DE NUEVA REQUENA,0,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,8,NACIONAL,23800000,FUERZA POPULAR,5,169,15,6,0
250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,MUNICIPAL DISTRITAL,599,ACTA ELECTORAL NORMAL,9,REGIONAL,29,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,15,169,15,6,0
250304,UCAYALI,ATALAYA,SEPAHUA,MUNICIPAL DISTRITAL,823,ACTA ELECTORAL NORMAL,1,REGIONAL,41,TODOS SOMOS UCAYALI,32,298,11,18,0
250304,UCAYALI,ATALAYA,SEPAHUA,MUNICIPAL DISTRITAL,823,ACTA ELECTORAL NORMAL,2,REGIONAL,156,INTEGRANDO UCAYALI,88,298,11,18,0
250304,UCAYALI,ATALAYA,SEPAHUA,MUNICIPAL DISTRITAL,823,ACTA ELECTORAL NORMAL,3,NACIONAL,23510000,ACCION POPULAR,25,298,11,18,0
250304,UCAYALI,ATALAYA,SEPAHUA,MUNICIPAL DISTRITAL,823,ACTA ELECTORAL NORMAL,4,REGIONAL,29,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,62,298,11,18,0
250303,UCAYALI,ATALAYA,YURUA,MUNICIPAL DISTRITAL,830,ACTA ELECTORAL NORMAL,1,NACIONAL,23800000,FUERZA POPULAR,0,260,8,5,0
250303,UCAYALI,ATALAYA,YURUA,MUNICIPAL DISTRITAL,830,ACTA ELECTORAL NORMAL,2,REGIONAL,101,UCAYALI REGION CON  FUTURO,61,260,8,5,0
250303,UCAYALI,ATALAYA,YURUA,MUNICIPAL DISTRITAL,830,ACTA ELECTORAL NORMAL,3,REGIONAL,41,TODOS SOMOS UCAYALI,40,260,8,5,0
250303,UCAYALI,ATALAYA,YURUA,MUNICIPAL DISTRITAL,830,ACTA ELECTORAL NORMAL,4,REGIONAL,156,INTEGRANDO UCAYALI,85,260,8,5,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,1,REGIONAL,190,BLOQUE POPULAR UCAYALI,58,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,2,REGIONAL,198,MOVIMIENTO POLITICO REGIONAL FUERZA UCAYALINA (FU),8,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,3,REGIONAL,101,UCAYALI REGION CON  FUTURO,9,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,4,REGIONAL,29,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,39,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,5,REGIONAL,41,TODOS SOMOS UCAYALI,58,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,6,REGIONAL,194,MOVIMIENTO AGRARIO POPULAR  UCAYALINO,2,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,7,REGIONAL,156,INTEGRANDO UCAYALI,14,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,8,REGIONAL,191,CIENCIA Y ACCION MOVILIZADORA DE UCAYALI,1,295,33,12,0
250202,UCAYALI,PADRE ABAD,IRAZOLA,MUNICIPAL DISTRITAL,915,ACTA ELECTORAL NORMAL,9,NACIONAL,23800000,FUERZA POPULAR,12,295,33,12,0
250203,UCAYALI,PADRE ABAD,CURIMANA,MUNICIPAL DISTRITAL,944,ACTA ELECTORAL NORMAL,1,REGIONAL,195,MOVIMIENTO BIODIVERSIDAD Y DESARROLLO AMAZONICO BIDA,2,180,13,6,0
250203,UCAYALI,PADRE ABAD,CURIMANA,MUNICIPAL DISTRITAL,944,ACTA ELECTORAL NORMAL,2,REGIONAL,101,UCAYALI REGION CON  FUTURO,43,180,13,6,0
250203,UCAYALI,PADRE ABAD,CURIMANA,MUNICIPAL DISTRITAL,944,ACTA ELECTORAL NORMAL,3,REGIONAL,29,MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO,35,180,13,6,0
250203,UCAYALI,PADRE ABAD,CURIMANA,MUNICIPAL DISTRITAL,944,ACTA ELECTORAL NORMAL,4,REGIONAL,192,CONFIANZA UCAYALI,0,180,13,6,0
250203,UCAYALI,PADRE ABAD,CURIMANA,MUNICIPAL DISTRITAL,944,ACTA ELECTORAL NORMAL,5,REGIONAL,41,TODOS SOMOS UCAYALI,55,180,13,6,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,1,REGIONAL,168,SUMATE AL CAMBIO,71,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,2,REGIONAL,106,FUERZA TUMBESINA 2010,27,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,3,REGIONAL,64,RENOVACION TUMBESINA,3,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,4,NACIONAL,23750000,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",1,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,5,REGIONAL,171,MOVIMIENTO INDEPENDIENTE REGIONAL FAENA,60,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,6,NACIONAL,23850000,PARTIDO DEMOCRATICO SOMOS PERU,3,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,7,NACIONAL,23660000,ALIANZA PARA EL PROGRESO,16,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,8,NACIONAL,23810000,VAMOS PERU,27,296,33,16,0
230103,TUMBES,TUMBES,LA CRUZ,MUNICIPAL DISTRITAL,1085,ACTA ELECTORAL NORMAL,9,NACIONAL,23760000,UNION POR EL PERU,10,296,33,16,0
230105,TUMBES,TUMBES,SAN JACINTO,MUNICIPAL DISTRITAL,1108,ACTA ELECTORAL NORMAL,1,DISTRITAL,207,MOVIMIENTO POLITICO INDEPENDIENTE JUNTOS AL DESARROLLO,28,163,13,1,0
230105,TUMBES,TUMBES,SAN JACINTO,MUNICIPAL DISTRITAL,1108,ACTA ELECTORAL NORMAL,2,NACIONAL,23820000,PARTIDO APRISTA PERUANO,39,163,13,1,0
230105,TUMBES,TUMBES,SAN JACINTO,MUNICIPAL DISTRITAL,1108,ACTA ELECTORAL NORMAL,3,REGIONAL,168,SUMATE AL CAMBIO,10,163,13,1,0
230105,TUMBES,TUMBES,SAN JACINTO,MUNICIPAL DISTRITAL,1108,ACTA ELECTORAL NORMAL,4,REGIONAL,110,RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO,10,163,13,1,0
230105,TUMBES,TUMBES,SAN JACINTO,MUNICIPAL DISTRITAL,1108,ACTA ELECTORAL NORMAL,5,REGIONAL,64,RENOVACION TUMBESINA,46,163,13,1,0
230102,TUMBES,TUMBES,CORRALES,MUNICIPAL DISTRITAL,1111,ACTA ELECTORAL NORMAL,1,REGIONAL,182,FRENTE AMPLIO DE DEFENSA DE LOS INTERESES COMUNALES,31,283,28,9,0
230102,TUMBES,TUMBES,CORRALES,MUNICIPAL DISTRITAL,1111,ACTA ELECTORAL NORMAL,2,DISTRITAL,185,FRENTE DE DESARROLLO DE CORRALES,36,283,28,9,0
230102,TUMBES,TUMBES,CORRALES,MUNICIPAL DISTRITAL,1111,ACTA ELECTORAL NORMAL,3,NACIONAL,23510000,ACCION POPULAR,12,283,28,9,0
230102,TUMBES,TUMBES,CORRALES,MUNICIPAL DISTRITAL,1111,ACTA ELECTORAL NORMAL,4,NACIONAL,23700000,DEMOCRACIA DIRECTA,36,283,28,9,0
230102,TUMBES,TUMBES,CORRALES,MUNICIPAL DISTRITAL,1111,ACTA ELECTORAL NORMAL,5,NACIONAL,23660000,ALIANZA PARA EL PROGRESO,52,283,28,9,0
230102,TUMBES,TUMBES,CORRALES,MUNICIPAL DISTRITAL,1111,ACTA ELECTORAL NORMAL,6,NACIONAL,24060000,SIEMPRE UNIDOS,51,283,28,9,0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,MUNICIPAL DISTRITAL,1149,ACTA ELECTORAL NORMAL,1,DISTRITAL,200,IZQUIERDA PAMPINA,89,292,21,17,0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,MUNICIPAL DISTRITAL,1149,ACTA ELECTORAL NORMAL,2,DISTRITAL,109,PAMPAS CAMINO AL DESARROLLO,115,292,21,17,0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,MUNICIPAL DISTRITAL,1149,ACTA ELECTORAL NORMAL,3,REGIONAL,202,NUEVA ALTERNATIVA,9,292,21,17,0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,MUNICIPAL DISTRITAL,1149,ACTA ELECTORAL NORMAL,4,NACIONAL,23930000,PARTIDO HUMANISTA PERUANO,5,292,21,17,0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,MUNICIPAL DISTRITAL,1149,ACTA ELECTORAL NORMAL,5,NACIONAL,24170000,PERU POSIBLE,8,292,21,17,0
230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,MUNICIPAL DISTRITAL,1149,ACTA ELECTORAL NORMAL,6,NACIONAL,24010000,PARTIDO POPULAR CRISTIANO - PPC,1,292,21,17,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,1,NACIONAL,23510000,ACCION POPULAR,2,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,2,NACIONAL,24060000,SIEMPRE UNIDOS,0,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,3,NACIONAL,23850000,PARTIDO DEMOCRATICO SOMOS PERU,43,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,4,NACIONAL,23660000,ALIANZA PARA EL PROGRESO,40,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,5,REGIONAL,110,RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO,27,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,6,REGIONAL,64,RENOVACION TUMBESINA,42,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,7,NACIONAL,23820000,PARTIDO APRISTA PERUANO,47,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,8,REGIONAL,171,MOVIMIENTO INDEPENDIENTE REGIONAL FAENA,28,291,18,18,0
230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,MUNICIPAL DISTRITAL,1174,ACTA ELECTORAL NORMAL,9,REGIONAL,202,NUEVA ALTERNATIVA,1,291,18,18,0
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,MUNICIPAL DISTRITAL,1624,ACTA ELECTORAL NORMAL,1,NACIONAL,24170000,PERU POSIBLE,81,284,14,4,0
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,MUNICIPAL DISTRITAL,1624,ACTA ELECTORAL NORMAL,2,NACIONAL,23760000,UNION POR EL PERU,40,284,14,4,0
230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,MUNICIPAL DISTRITAL,1624,ACTA ELECTORAL NORMAL,3,REGIONAL,64,RENOVACION TUMBESINA,119,284,14,4,0
230302,TUMBES,ZARUMILLA,MATAPALO,MUNICIPAL DISTRITAL,1828,ACTA ELECTORAL NORMAL,1,REGIONAL,171,MOVIMIENTO INDEPENDIENTE REGIONAL FAENA,15,284,36,3,0
230302,TUMBES,ZARUMILLA,MATAPALO,MUNICIPAL DISTRITAL,1828,ACTA ELECTORAL NORMAL,2,NACIONAL,23660000,ALIANZA PARA EL PROGRESO,39,284,36,3,0
230302,TUMBES,ZARUMILLA,MATAPALO,MUNICIPAL DISTRITAL,1828,ACTA ELECTORAL NORMAL,3,NACIONAL,23920000,SOLIDARIDAD NACIONAL,74,284,36,3,0
230302,TUMBES,ZARUMILLA,MATAPALO,MUNICIPAL DISTRITAL,1828,ACTA ELECTORAL NORMAL,4,REGIONAL,110,RECONSTRUCCION CON OBRAS MAS OBRAS PARA UN TUMBES BELLO,96,284,36,3,0
230303,TUMBES,ZARUMILLA,PAPAYAL,MUNICIPAL DISTRITAL,1832,ACTA ELECTORAL NORMAL,1,NACIONAL,24010000,PARTIDO POPULAR CRISTIANO - PPC,4,295,22,4,0
230303,TUMBES,ZARUMILLA,PAPAYAL,MUNICIPAL DISTRITAL,1832,ACTA ELECTORAL NORMAL,2,NACIONAL,23510000,ACCION POPULAR,3,295,22,4,0
230303,TUMBES,ZARUMILLA,PAPAYAL,MUNICIPAL DISTRITAL,1832,ACTA ELECTORAL NORMAL,3,NACIONAL,23760000,UNION POR EL PERU,80,295,22,4,0
230303,TUMBES,ZARUMILLA,PAPAYAL,MUNICIPAL DISTRITAL,1832,ACTA ELECTORAL NORMAL,4,DISTRITAL,229,LA FUERZA QUE UNE,82,295,22,4,0
230303,TUMBES,ZARUMILLA,PAPAYAL,MUNICIPAL DISTRITAL,1832,ACTA ELECTORAL NORMAL,5,DISTRITAL,230,PAPAYAL RUMBO AL CAMBIO,39,295,22,4,0
230303,TUMBES,ZARUMILLA,PAPAYAL,MUNICIPAL DISTRITAL,1832,ACTA ELECTORAL NORMAL,6,NACIONAL,23800000,FUERZA POPULAR,36,295,22,4,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,1,NACIONAL,23750000,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",4,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,2,NACIONAL,23850000,PARTIDO DEMOCRATICO SOMOS PERU,6,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,3,NACIONAL,24010000,PARTIDO POPULAR CRISTIANO - PPC,6,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,4,NACIONAL,23800000,FUERZA POPULAR,19,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,5,REGIONAL,227,YA ES LA HORA,6,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,6,REGIONAL,167,MOVIMIENTO TUMBESINO PUEBLO UNIDO,15,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,7,DISTRITAL,165,ORGANIZACION POLITICA INDEPENDIENTE DISTRITAL ALTERNATIVA VERDE,36,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,8,NACIONAL,23810000,VAMOS PERU,5,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,9,DISTRITAL,69,AGUAS VERDES RUMBO AL EXITO 2014,74,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,10,DISTRITAL,226,TODOS POR AGUAS VERDES,29,283,21,3,0
230304,TUMBES,ZARUMILLA,AGUAS VERDES,MUNICIPAL DISTRITAL,1842,ACTA ELECTORAL NORMAL,11,DISTRITAL,219,AMOR POR AGUAS VERDES,23,283,21,3,0
220111,TACNA,TACNA,ALTO DE LA ALIANZA,MUNICIPAL DISTRITAL,2181,ACTA ELECTORAL NORMAL,1,REGIONAL,352,DESARROLLO PARA TACNA,7,291,44,22,0
220111,TACNA,TACNA,ALTO DE LA ALIANZA,MUNICIPAL DISTRITAL,2181,ACTA ELECTORAL NORMAL,2,REGIONAL,357,RECUPEREMOS TACNA,3,291,44,22,0
