ubigeo,region,provincia,distrito,organizacion_politica,total_votos
190101,PIURA,PIURA,PIURA,ACCION POPULAR,519
190101,PIURA,PIURA,PIURA,FONAVISTAS DEL PERU,719
190101,PIURA,PIURA,PIURA,FUERZA 2011,1205
190101,PIURA,PIURA,PIURA,MOVIMIENTO DE DESARROLLO LOCAL,328
190101,PIURA,PIURA,PIURA,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,2491
190101,PIURA,PIURA,PIURA,MOVIMIENTO REGIONAL OBRAS + OBRAS,5465
190101,PIURA,PIURA,PIURA,MOVIMIENTO SOCIALISTA DEL PERU,203
190101,PIURA,PIURA,PIURA,PARTIDO APRISTA PERUANO,7430
190101,PIURA,PIURA,PIURA,PERU POSIBLE,1061
190101,PIURA,PIURA,PIURA,PIURA EMPRENDEDOR,283
190101,PIURA,PIURA,PIURA,SENTIMIENTO PIURANO,969
190101,PIURA,PIURA,PIURA,UNIDAD REGIONAL,1635
190101,PIURA,PIURA,PIURA,UNIDOS CONSTRUYENDO,45085
190103,PIURA,PIURA,CASTILLA,ACCION POPULAR,949
190103,PIURA,PIURA,CASTILLA,FONAVISTAS DEL PERU,241
190103,PIURA,PIURA,CASTILLA,FUERZA 2011,996
190103,PIURA,PIURA,CASTILLA,MOVIMIENTO DE DESARROLLO LOCAL,162
190103,PIURA,PIURA,CASTILLA,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,1420
190103,PIURA,PIURA,CASTILLA,MOVIMIENTO REGIONAL OBRAS + OBRAS,3420
190103,PIURA,PIURA,CASTILLA,MOVIMIENTO SOCIALISTA DEL PERU,89
190103,PIURA,PIURA,CASTILLA,PARTIDO APRISTA PERUANO,4179
190103,PIURA,PIURA,CASTILLA,PERU POSIBLE,706
190103,PIURA,PIURA,CASTILLA,PIURA EMPRENDEDOR,106
190103,PIURA,PIURA,CASTILLA,SENTIMIENTO PIURANO,159
190103,PIURA,PIURA,CASTILLA,UNIDAD REGIONAL,1823
190103,PIURA,PIURA,CASTILLA,UNIDOS CONSTRUYENDO,17545
190104,PIURA,PIURA,CATACAOS,ACCION POPULAR,96
190104,PIURA,PIURA,CATACAOS,FONAVISTAS DEL PERU,195
190104,PIURA,PIURA,CATACAOS,FUERZA 2011,548
190104,PIURA,PIURA,CATACAOS,MOVIMIENTO DE DESARROLLO LOCAL,53
190104,PIURA,PIURA,CATACAOS,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,343
190104,PIURA,PIURA,CATACAOS,MOVIMIENTO REGIONAL OBRAS + OBRAS,1408
190104,PIURA,PIURA,CATACAOS,MOVIMIENTO SOCIALISTA DEL PERU,76
190104,PIURA,PIURA,CATACAOS,PARTIDO APRISTA PERUANO,2044
190104,PIURA,PIURA,CATACAOS,PERU POSIBLE,245
190104,PIURA,PIURA,CATACAOS,PIURA EMPRENDEDOR,58
190104,PIURA,PIURA,CATACAOS,SENTIMIENTO PIURANO,57
190104,PIURA,PIURA,CATACAOS,UNIDAD REGIONAL,873
190104,PIURA,PIURA,CATACAOS,UNIDOS CONSTRUYENDO,8265
190105,PIURA,PIURA,LA ARENA,ACCION POPULAR,20
190105,PIURA,PIURA,LA ARENA,FONAVISTAS DEL PERU,41
190105,PIURA,PIURA,LA ARENA,FUERZA 2011,158
190105,PIURA,PIURA,LA ARENA,MOVIMIENTO DE DESARROLLO LOCAL,20
190105,PIURA,PIURA,LA ARENA,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,58
190105,PIURA,PIURA,LA ARENA,MOVIMIENTO REGIONAL OBRAS + OBRAS,886
190105,PIURA,PIURA,LA ARENA,MOVIMIENTO SOCIALISTA DEL PERU,36
190105,PIURA,PIURA,LA ARENA,PARTIDO APRISTA PERUANO,1288
190105,PIURA,PIURA,LA ARENA,PERU POSIBLE,37
190105,PIURA,PIURA,LA ARENA,PIURA EMPRENDEDOR,10
190105,PIURA,PIURA,LA ARENA,SENTIMIENTO PIURANO,7
190105,PIURA,PIURA,LA ARENA,UNIDAD REGIONAL,40
190105,PIURA,PIURA,LA ARENA,UNIDOS CONSTRUYENDO,2688
190106,PIURA,PIURA,LA UNION,ACCION POPULAR,62
190106,PIURA,PIURA,LA UNION,FONAVISTAS DEL PERU,102
190106,PIURA,PIURA,LA UNION,FUERZA 2011,630
190106,PIURA,PIURA,LA UNION,MOVIMIENTO DE DESARROLLO LOCAL,540
190106,PIURA,PIURA,LA UNION,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,107
190106,PIURA,PIURA,LA UNION,MOVIMIENTO REGIONAL OBRAS + OBRAS,599
190106,PIURA,PIURA,LA UNION,MOVIMIENTO SOCIALISTA DEL PERU,42
190106,PIURA,PIURA,LA UNION,PARTIDO APRISTA PERUANO,1189
190106,PIURA,PIURA,LA UNION,PERU POSIBLE,82
190106,PIURA,PIURA,LA UNION,PIURA EMPRENDEDOR,27
190106,PIURA,PIURA,LA UNION,SENTIMIENTO PIURANO,52
190106,PIURA,PIURA,LA UNION,UNIDAD REGIONAL,115
190106,PIURA,PIURA,LA UNION,UNIDOS CONSTRUYENDO,3153
190107,PIURA,PIURA,LAS LOMAS,ACCION POPULAR,31
190107,PIURA,PIURA,LAS LOMAS,FONAVISTAS DEL PERU,32
190107,PIURA,PIURA,LAS LOMAS,FUERZA 2011,121
190107,PIURA,PIURA,LAS LOMAS,MOVIMIENTO DE DESARROLLO LOCAL,33
190107,PIURA,PIURA,LAS LOMAS,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,355
190107,PIURA,PIURA,LAS LOMAS,MOVIMIENTO REGIONAL OBRAS + OBRAS,969
190107,PIURA,PIURA,LAS LOMAS,MOVIMIENTO SOCIALISTA DEL PERU,34
190107,PIURA,PIURA,LAS LOMAS,PARTIDO APRISTA PERUANO,803
190107,PIURA,PIURA,LAS LOMAS,PERU POSIBLE,75
190107,PIURA,PIURA,LAS LOMAS,PIURA EMPRENDEDOR,13
190107,PIURA,PIURA,LAS LOMAS,SENTIMIENTO PIURANO,16
190107,PIURA,PIURA,LAS LOMAS,UNIDAD REGIONAL,286
190107,PIURA,PIURA,LAS LOMAS,UNIDOS CONSTRUYENDO,2212
190109,PIURA,PIURA,TAMBO GRANDE,ACCION POPULAR,289
190109,PIURA,PIURA,TAMBO GRANDE,FONAVISTAS DEL PERU,200
190109,PIURA,PIURA,TAMBO GRANDE,FUERZA 2011,370
190109,PIURA,PIURA,TAMBO GRANDE,MOVIMIENTO DE DESARROLLO LOCAL,75
190109,PIURA,PIURA,TAMBO GRANDE,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,401
190109,PIURA,PIURA,TAMBO GRANDE,MOVIMIENTO REGIONAL OBRAS + OBRAS,3395
190109,PIURA,PIURA,TAMBO GRANDE,MOVIMIENTO SOCIALISTA DEL PERU,94
190109,PIURA,PIURA,TAMBO GRANDE,PARTIDO APRISTA PERUANO,3500
190109,PIURA,PIURA,TAMBO GRANDE,PERU POSIBLE,268
190109,PIURA,PIURA,TAMBO GRANDE,PIURA EMPRENDEDOR,59
190109,PIURA,PIURA,TAMBO GRANDE,SENTIMIENTO PIURANO,103
190109,PIURA,PIURA,TAMBO GRANDE,UNIDAD REGIONAL,383
190109,PIURA,PIURA,TAMBO GRANDE,UNIDOS CONSTRUYENDO,3882
190113,PIURA,PIURA,CURA MORI,ACCION POPULAR,4
190113,PIURA,PIURA,CURA MORI,FONAVISTAS DEL PERU,4
190113,PIURA,PIURA,CURA MORI,FUERZA 2011,83
190113,PIURA,PIURA,CURA MORI,MOVIMIENTO DE DESARROLLO LOCAL,21
190113,PIURA,PIURA,CURA MORI,MOVIMIENTO INDEPENDIENTE FUERZA REGIONAL,12
190113,PIURA,PIURA,CURA MORI,MOVIMIENTO REGIONAL OBRAS + OBRAS,155
190113,PIURA,PIURA,CURA MORI,MOVIMIENTO SOCIALISTA DEL PERU,4
190113,PIURA,PIURA,CURA MORI,PARTIDO APRISTA PERUANO,1378
190113,PIURA,PIURA,CURA MORI,PERU POSIBLE,13
190113,PIURA,PIURA,CURA MORI,PIURA EMPRENDEDOR,1
190113,PIURA,PIURA,CURA MORI,SENTIMIENTO PIURANO,4
190113,PIURA,PIURA,CURA MORI,UNIDAD REGIONAL,1363
190113,PIURA,PIURA,CURA MORI,UNIDOS CONSTRUYENDO,686
190114,PIURA,PIURA,EL TALLAN,ACCION POPULAR,9
190114,PIURA,PIURA,EL TALLAN,FONAVISTAS DEL PERU,4
190114,PIURA,PIURA,EL TALLAN,FUERZA 2011,219
