ubigeo,region,provincia,distrito,organizacion_politica,total_votos,partido_regional
10509,Amazonas,Rodríguez de Mendoza,Omia,ALIANZA PARA EL PROGRESO,890,1
10509,Amazonas,Rodríguez de Mendoza,Omia,FUERZA POPULAR,833,1
10510,Amazonas,Rodríguez de Mendoza,Santa Rosa,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,150,1
10510,Amazonas,Rodríguez de Mendoza,Santa Rosa,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,90,1
10510,Amazonas,Rodríguez de Mendoza,Santa Rosa,SENTIMIENTO AMAZONENSE REGIONAL,162,1
10511,Amazonas,Rodríguez de Mendoza,Totora,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,138,1
10511,Amazonas,Rodríguez de Mendoza,Totora,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,94,1
10511,Amazonas,Rodríguez de Mendoza,Totora,SENTIMIENTO AMAZONENSE REGIONAL,108,1
10512,Amazonas,Rodríguez de Mendoza,Vista Alegre,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,358,1
10512,Amazonas,Rodríguez de Mendoza,Vista Alegre,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,222,1
10512,Amazonas,Rodríguez de Mendoza,Vista Alegre,SENTIMIENTO AMAZONENSE REGIONAL,417,1
10512,Amazonas,Rodríguez de Mendoza,Vista Alegre,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,219,1
10512,Amazonas,Rodríguez de Mendoza,Vista Alegre,ALIANZA PARA EL PROGRESO,61,1
10602,Amazonas,Condorcanqui,Río Santiago,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,828,1
10602,Amazonas,Condorcanqui,Río Santiago,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,335,1
10602,Amazonas,Condorcanqui,Río Santiago,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,336,1
10602,Amazonas,Condorcanqui,Río Santiago,SENTIMIENTO AMAZONENSE REGIONAL,911,1
10602,Amazonas,Condorcanqui,Río Santiago,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,350,1
10602,Amazonas,Condorcanqui,Río Santiago,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",329,1
10602,Amazonas,Condorcanqui,Río Santiago,ALIANZA PARA EL PROGRESO,205,1
10602,Amazonas,Condorcanqui,Río Santiago,UNION POR EL PERU,760,0
10602,Amazonas,Condorcanqui,Río Santiago,FUERZA POPULAR,108,1
10602,Amazonas,Condorcanqui,Río Santiago,PERUANOS POR EL KAMBIO,38,0
10602,Amazonas,Condorcanqui,Río Santiago,DEMOCRACIA DIRECTA,179,0
10602,Amazonas,Condorcanqui,Río Santiago,VAMOS PERU,49,0
10602,Amazonas,Condorcanqui,Río Santiago,ACCION POPULAR,226,0
10603,Amazonas,Condorcanqui,El Cenepa,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,567,1
10603,Amazonas,Condorcanqui,El Cenepa,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,684,1
10603,Amazonas,Condorcanqui,El Cenepa,SENTIMIENTO AMAZONENSE REGIONAL,432,1
10603,Amazonas,Condorcanqui,El Cenepa,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,957,1
10603,Amazonas,Condorcanqui,El Cenepa,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",322,1
10603,Amazonas,Condorcanqui,El Cenepa,ALIANZA PARA EL PROGRESO,181,1
10603,Amazonas,Condorcanqui,El Cenepa,UNION POR EL PERU,705,0
10603,Amazonas,Condorcanqui,El Cenepa,FUERZA POPULAR,76,1
10603,Amazonas,Condorcanqui,El Cenepa,PERU NACION,451,0
10603,Amazonas,Condorcanqui,El Cenepa,ACCION POPULAR,248,0
10702,Amazonas,Utcubamba,Cajaruro,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,1394,1
10702,Amazonas,Utcubamba,Cajaruro,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1902,1
10702,Amazonas,Utcubamba,Cajaruro,SENTIMIENTO AMAZONENSE REGIONAL,2778,1
10702,Amazonas,Utcubamba,Cajaruro,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,1169,1
10702,Amazonas,Utcubamba,Cajaruro,ALIANZA PARA EL PROGRESO,4382,1
10702,Amazonas,Utcubamba,Cajaruro,FUERZA POPULAR,241,1
10702,Amazonas,Utcubamba,Cajaruro,PERU LIBERTARIO,283,0
10703,Amazonas,Utcubamba,Cumba,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,787,1
10703,Amazonas,Utcubamba,Cumba,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,762,1
10703,Amazonas,Utcubamba,Cumba,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,751,1
10703,Amazonas,Utcubamba,Cumba,SENTIMIENTO AMAZONENSE REGIONAL,938,1
10703,Amazonas,Utcubamba,Cumba,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,718,1
10703,Amazonas,Utcubamba,Cumba,ALIANZA PARA EL PROGRESO,104,1
10703,Amazonas,Utcubamba,Cumba,FUERZA POPULAR,407,1
10703,Amazonas,Utcubamba,Cumba,VAMOS PERU,3,0
10704,Amazonas,Utcubamba,El Milagro,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,275,1
10704,Amazonas,Utcubamba,El Milagro,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,343,1
10704,Amazonas,Utcubamba,El Milagro,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,645,1
10704,Amazonas,Utcubamba,El Milagro,SENTIMIENTO AMAZONENSE REGIONAL,950,1
10704,Amazonas,Utcubamba,El Milagro,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,66,1
10704,Amazonas,Utcubamba,El Milagro,ALIANZA PARA EL PROGRESO,8,1
10704,Amazonas,Utcubamba,El Milagro,FUERZA POPULAR,553,1
10705,Amazonas,Utcubamba,Jamalca,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,44,1
10705,Amazonas,Utcubamba,Jamalca,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,1067,1
10705,Amazonas,Utcubamba,Jamalca,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,1335,1
10705,Amazonas,Utcubamba,Jamalca,SENTIMIENTO AMAZONENSE REGIONAL,1115,1
10705,Amazonas,Utcubamba,Jamalca,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,36,1
10706,Amazonas,Utcubamba,Lonya Grande,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,1274,1
10706,Amazonas,Utcubamba,Lonya Grande,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,1449,1
10706,Amazonas,Utcubamba,Lonya Grande,SENTIMIENTO AMAZONENSE REGIONAL,901,1
10706,Amazonas,Utcubamba,Lonya Grande,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,636,1
10706,Amazonas,Utcubamba,Lonya Grande,FUERZA POPULAR,199,1
10707,Amazonas,Utcubamba,Yamon,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,359,1
10707,Amazonas,Utcubamba,Yamon,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,66,1
10707,Amazonas,Utcubamba,Yamon,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,446,1
10707,Amazonas,Utcubamba,Yamon,SENTIMIENTO AMAZONENSE REGIONAL,715,1
10707,Amazonas,Utcubamba,Yamon,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,158,1
10707,Amazonas,Utcubamba,Yamon,ALIANZA PARA EL PROGRESO,37,1
20102,Áncash,Huaraz,Independencia,MOVIMIENTO ACCION NACIONALISTA PERUANO,2819,1
20102,Áncash,Huaraz,Independencia,MOVIMIENTO REGIONAL EL MAICITO,2070,1
20102,Áncash,Huaraz,Independencia,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,1097,1
20102,Áncash,Huaraz,Independencia,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,1775,1
20102,Áncash,Huaraz,Independencia,MOVIMIENTO INDEPENDIENTE REGIONAL ANCASH A LA OBRA,427,1
20102,Áncash,Huaraz,Independencia,PODEMOS POR EL PROGRESO DEL PERU,382,1
20102,Áncash,Huaraz,Independencia,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",211,0
20102,Áncash,Huaraz,Independencia,PARTIDO POPULAR CRISTIANO - PPC,426,1
20102,Áncash,Huaraz,Independencia,UNION POR EL PERU,606,0
20102,Áncash,Huaraz,Independencia,PARTIDO DEMOCRATICO SOMOS PERU,7149,1
20102,Áncash,Huaraz,Independencia,PERU PATRIA SEGURA,916,1
20102,Áncash,Huaraz,Independencia,FUERZA POPULAR,221,1
20102,Áncash,Huaraz,Independencia,SIEMPRE UNIDOS,9007,1
20102,Áncash,Huaraz,Independencia,PERU NACION,140,0
20102,Áncash,Huaraz,Independencia,JUNTOS POR EL PERU,1332,1
20102,Áncash,Huaraz,Independencia,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,366,0
20102,Áncash,Huaraz,Independencia,RESTAURACION NACIONAL,540,1
20102,Áncash,Huaraz,Independencia,DEMOCRACIA DIRECTA,399,0
20102,Áncash,Huaraz,Independencia,ACCION POPULAR,461,0
20103,Áncash,Huaraz,Cochabamba,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,251,1
20103,Áncash,Huaraz,Cochabamba,MOVIMIENTO INDEPENDIENTE REGIONAL ANCASH A LA OBRA,13,1
20103,Áncash,Huaraz,Cochabamba,PODEMOS POR EL PROGRESO DEL PERU,122,1
20103,Áncash,Huaraz,Cochabamba,ALIANZA PARA EL PROGRESO,416,1
20103,Áncash,Huaraz,Cochabamba,UNION POR EL PERU,242,0
20103,Áncash,Huaraz,Cochabamba,JUNTOS POR EL PERU,49,1
20104,Áncash,Huaraz,Colcabamba,MOVIMIENTO ACCION NACIONALISTA PERUANO,31,1
20104,Áncash,Huaraz,Colcabamba,MOVIMIENTO REGIONAL EL MAICITO,68,1
20104,Áncash,Huaraz,Colcabamba,ALIANZA PARA EL PROGRESO,126,1
20104,Áncash,Huaraz,Colcabamba,JUNTOS POR EL PERU,19,1
20105,Áncash,Huaraz,Huanchay,MOVIMIENTO ACCION NACIONALISTA PERUANO,9,1
20105,Áncash,Huaraz,Huanchay,MOVIMIENTO REGIONAL EL MAICITO,62,1
20105,Áncash,Huaraz,Huanchay,MOVIMIENTO REGIONAL ANDE - MAR,13,0
20105,Áncash,Huaraz,Huanchay,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,155,1
20105,Áncash,Huaraz,Huanchay,ALIANZA PARA EL PROGRESO,581,1
20105,Áncash,Huaraz,Huanchay,PARTIDO DEMOCRATICO SOMOS PERU,41,1
20105,Áncash,Huaraz,Huanchay,PERU PATRIA SEGURA,6,1
20105,Áncash,Huaraz,Huanchay,JUNTOS POR EL PERU,306,1
20105,Áncash,Huaraz,Huanchay,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,4,0
20106,Áncash,Huaraz,Jangas,MOVIMIENTO ACCION NACIONALISTA PERUANO,929,1
20106,Áncash,Huaraz,Jangas,MOVIMIENTO REGIONAL EL MAICITO,70,1
20106,Áncash,Huaraz,Jangas,PODEMOS POR EL PROGRESO DEL PERU,11,1
20106,Áncash,Huaraz,Jangas,ALIANZA PARA EL PROGRESO,702,1
20106,Áncash,Huaraz,Jangas,SIEMPRE UNIDOS,357,1
20106,Áncash,Huaraz,Jangas,JUNTOS POR EL PERU,961,1
20107,Áncash,Huaraz,La Libertad,MOVIMIENTO ACCION NACIONALISTA PERUANO,91,1
20107,Áncash,Huaraz,La Libertad,MOVIMIENTO REGIONAL EL MAICITO,200,1
20107,Áncash,Huaraz,La Libertad,MOVIMIENTO REGIONAL ANDE - MAR,6,0
20107,Áncash,Huaraz,La Libertad,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,239,1
20107,Áncash,Huaraz,La Libertad,PODEMOS POR EL PROGRESO DEL PERU,151,1
20107,Áncash,Huaraz,La Libertad,ALIANZA PARA EL PROGRESO,26,1
20107,Áncash,Huaraz,La Libertad,JUNTOS POR EL PERU,194,1
20108,Áncash,Huaraz,Olleros,MOVIMIENTO ACCION NACIONALISTA PERUANO,275,1
20108,Áncash,Huaraz,Olleros,MOVIMIENTO REGIONAL EL MAICITO,47,1
20108,Áncash,Huaraz,Olleros,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,47,1
20108,Áncash,Huaraz,Olleros,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,280,1
20108,Áncash,Huaraz,Olleros,ALIANZA PARA EL PROGRESO,562,1
20108,Áncash,Huaraz,Olleros,PARTIDO DEMOCRATICO SOMOS PERU,216,1
20108,Áncash,Huaraz,Olleros,SIEMPRE UNIDOS,265,1
20108,Áncash,Huaraz,Olleros,JUNTOS POR EL PERU,229,1
20109,Áncash,Huaraz,Pampas Grande,MOVIMIENTO ACCION NACIONALISTA PERUANO,35,1
20109,Áncash,Huaraz,Pampas Grande,MOVIMIENTO REGIONAL EL MAICITO,273,1
20109,Áncash,Huaraz,Pampas Grande,ALIANZA PARA EL PROGRESO,402,1
20109,Áncash,Huaraz,Pampas Grande,PARTIDO DEMOCRATICO SOMOS PERU,21,1
20110,Áncash,Huaraz,Pariacoto,MOVIMIENTO ACCION NACIONALISTA PERUANO,192,1
20110,Áncash,Huaraz,Pariacoto,PODEMOS POR EL PROGRESO DEL PERU,709,1
20110,Áncash,Huaraz,Pariacoto,ALIANZA PARA EL PROGRESO,961,1
20110,Áncash,Huaraz,Pariacoto,UNION POR EL PERU,8,0
20110,Áncash,Huaraz,Pariacoto,PARTIDO DEMOCRATICO SOMOS PERU,624,1
20110,Áncash,Huaraz,Pariacoto,SIEMPRE UNIDOS,180,1
20110,Áncash,Huaraz,Pariacoto,RESTAURACION NACIONAL,30,1
20111,Áncash,Huaraz,Pira,MOVIMIENTO REGIONAL EL MAICITO,954,1
20111,Áncash,Huaraz,Pira,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,710,1
20111,Áncash,Huaraz,Pira,PODEMOS POR EL PROGRESO DEL PERU,63,1
20111,Áncash,Huaraz,Pira,ALIANZA PARA EL PROGRESO,180,1
20111,Áncash,Huaraz,Pira,JUNTOS POR EL PERU,483,1
20111,Áncash,Huaraz,Pira,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,393,0
20111,Áncash,Huaraz,Pira,RESTAURACION NACIONAL,59,1
20112,Áncash,Huaraz,Tarica,MOVIMIENTO ACCION NACIONALISTA PERUANO,1019,1
20112,Áncash,Huaraz,Tarica,MOVIMIENTO REGIONAL EL MAICITO,228,1
20112,Áncash,Huaraz,Tarica,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,631,1
20112,Áncash,Huaraz,Tarica,ALIANZA PARA EL PROGRESO,906,1
20112,Áncash,Huaraz,Tarica,PARTIDO DEMOCRATICO SOMOS PERU,161,1
20112,Áncash,Huaraz,Tarica,SIEMPRE UNIDOS,231,1
20112,Áncash,Huaraz,Tarica,JUNTOS POR EL PERU,86,1
20112,Áncash,Huaraz,Tarica,PERU LIBERTARIO,2,0
20112,Áncash,Huaraz,Tarica,RESTAURACION NACIONAL,65,1
20203,Áncash,Aija,Coris,MOVIMIENTO ACCION NACIONALISTA PERUANO,29,1
20203,Áncash,Aija,Coris,MOVIMIENTO REGIONAL EL MAICITO,289,1
20203,Áncash,Aija,Coris,MOVIMIENTO REGIONAL ANDE - MAR,62,0
20203,Áncash,Aija,Coris,ALIANZA PARA EL PROGRESO,316,1
20203,Áncash,Aija,Coris,PARTIDO DEMOCRATICO SOMOS PERU,48,1
20203,Áncash,Aija,Coris,PERU PATRIA SEGURA,27,1
20203,Áncash,Aija,Coris,JUNTOS POR EL PERU,170,1
20205,Áncash,Aija,Huacllan,MOVIMIENTO ACCION NACIONALISTA PERUANO,118,1
20205,Áncash,Aija,Huacllan,MOVIMIENTO REGIONAL EL MAICITO,65,1
20205,Áncash,Aija,Huacllan,ALIANZA PARA EL PROGRESO,52,1
20205,Áncash,Aija,Huacllan,JUNTOS POR EL PERU,102,1
20206,Áncash,Aija,La Merced,MOVIMIENTO ACCION NACIONALISTA PERUANO,238,1
20206,Áncash,Aija,La Merced,MOVIMIENTO REGIONAL EL MAICITO,569,1
20206,Áncash,Aija,La Merced,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,269,1
20206,Áncash,Aija,La Merced,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,55,1
20206,Áncash,Aija,La Merced,MOVIMIENTO INDEPENDIENTE REGIONAL ANCASH A LA OBRA,38,1
20206,Áncash,Aija,La Merced,ALIANZA PARA EL PROGRESO,42,1
20206,Áncash,Aija,La Merced,JUNTOS POR EL PERU,34,1
20208,Áncash,Aija,Succha,MOVIMIENTO ACCION NACIONALISTA PERUANO,240,1
20208,Áncash,Aija,Succha,MOVIMIENTO REGIONAL EL MAICITO,66,1
20208,Áncash,Aija,Succha,MOVIMIENTO REGIONAL ANDE - MAR,3,0
20208,Áncash,Aija,Succha,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,37,1
20208,Áncash,Aija,Succha,ALIANZA PARA EL PROGRESO,40,1
20208,Áncash,Aija,Succha,PARTIDO DEMOCRATICO SOMOS PERU,153,1
20208,Áncash,Aija,Succha,JUNTOS POR EL PERU,0,1
20302,Áncash,Bolognesi,Abelardo Pardo Lezameta,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,101,1
20302,Áncash,Bolognesi,Abelardo Pardo Lezameta,PARTIDO DEMOCRATICO SOMOS PERU,14,1
20302,Áncash,Bolognesi,Abelardo Pardo Lezameta,SIEMPRE UNIDOS,65,1
20304,Áncash,Bolognesi,Aquia,MOVIMIENTO REGIONAL EL MAICITO,293,1
20304,Áncash,Bolognesi,Aquia,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,126,1
20304,Áncash,Bolognesi,Aquia,PODEMOS POR EL PROGRESO DEL PERU,41,1
20304,Áncash,Bolognesi,Aquia,ALIANZA PARA EL PROGRESO,133,1
20304,Áncash,Bolognesi,Aquia,PARTIDO DEMOCRATICO SOMOS PERU,39,1
20304,Áncash,Bolognesi,Aquia,SIEMPRE UNIDOS,84,1
20304,Áncash,Bolognesi,Aquia,JUNTOS POR EL PERU,292,1
20304,Áncash,Bolognesi,Aquia,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,110,0
20305,Áncash,Bolognesi,Cajacay,MOVIMIENTO REGIONAL EL MAICITO,34,1
20305,Áncash,Bolognesi,Cajacay,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,429,1
20305,Áncash,Bolognesi,Cajacay,ALIANZA PARA EL PROGRESO,137,1
20305,Áncash,Bolognesi,Cajacay,PARTIDO DEMOCRATICO SOMOS PERU,23,1
20305,Áncash,Bolognesi,Cajacay,SIEMPRE UNIDOS,234,1
20305,Áncash,Bolognesi,Cajacay,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,106,0
20310,Áncash,Bolognesi,Huayllacayan,MOVIMIENTO REGIONAL EL MAICITO,20,1
20310,Áncash,Bolognesi,Huayllacayan,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,73,1
20310,Áncash,Bolognesi,Huayllacayan,ALIANZA PARA EL PROGRESO,53,1
20310,Áncash,Bolognesi,Huayllacayan,PARTIDO DEMOCRATICO SOMOS PERU,171,1
20310,Áncash,Bolognesi,Huayllacayan,SIEMPRE UNIDOS,264,1
20310,Áncash,Bolognesi,Huayllacayan,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,96,0
20311,Áncash,Bolognesi,Huasta,MOVIMIENTO REGIONAL EL MAICITO,2,1
20311,Áncash,Bolognesi,Huasta,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,96,1
20311,Áncash,Bolognesi,Huasta,PARTIDO DEMOCRATICO SOMOS PERU,238,1
20311,Áncash,Bolognesi,Huasta,SIEMPRE UNIDOS,50,1
20311,Áncash,Bolognesi,Huasta,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,122,0
20311,Áncash,Bolognesi,Huasta,ACCION POPULAR,248,0
20313,Áncash,Bolognesi,Mangas,MOVIMIENTO REGIONAL EL MAICITO,45,1
20313,Áncash,Bolognesi,Mangas,ALIANZA PARA EL PROGRESO,68,1
20313,Áncash,Bolognesi,Mangas,SIEMPRE UNIDOS,207,1
20315,Áncash,Bolognesi,Pacllon,MOVIMIENTO ACCION NACIONALISTA PERUANO,254,1
20315,Áncash,Bolognesi,Pacllon,MOVIMIENTO REGIONAL EL MAICITO,8,1
20315,Áncash,Bolognesi,Pacllon,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,11,1
20315,Áncash,Bolognesi,Pacllon,PARTIDO DEMOCRATICO SOMOS PERU,38,1
20315,Áncash,Bolognesi,Pacllon,SIEMPRE UNIDOS,303,1
20315,Áncash,Bolognesi,Pacllon,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,13,0
20315,Áncash,Bolognesi,Pacllon,DEMOCRACIA DIRECTA,25,0
20317,Áncash,Bolognesi,San Miguel de Corpanqui,MOVIMIENTO REGIONAL EL MAICITO,3,1
20317,Áncash,Bolognesi,San Miguel de Corpanqui,PARTIDO DEMOCRATICO SOMOS PERU,123,1
20317,Áncash,Bolognesi,San Miguel de Corpanqui,SIEMPRE UNIDOS,90,1
20320,Áncash,Bolognesi,Ticllos,MOVIMIENTO REGIONAL EL MAICITO,2,1
20320,Áncash,Bolognesi,Ticllos,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,199,1
20320,Áncash,Bolognesi,Ticllos,ALIANZA PARA EL PROGRESO,2,1
20320,Áncash,Bolognesi,Ticllos,SIEMPRE UNIDOS,120,1
20320,Áncash,Bolognesi,Ticllos,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,24,0
20320,Áncash,Bolognesi,Ticllos,ACCION POPULAR,9,0
20321,Áncash,Bolognesi,Antonio Raymondi,MOVIMIENTO REGIONAL EL MAICITO,83,1
20321,Áncash,Bolognesi,Antonio Raymondi,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,334,1
20321,Áncash,Bolognesi,Antonio Raymondi,ALIANZA PARA EL PROGRESO,18,1
20321,Áncash,Bolognesi,Antonio Raymondi,PARTIDO DEMOCRATICO SOMOS PERU,301,1
20321,Áncash,Bolognesi,Antonio Raymondi,SIEMPRE UNIDOS,67,1
20321,Áncash,Bolognesi,Antonio Raymondi,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,31,0
20322,Áncash,Bolognesi,Canis,MOVIMIENTO REGIONAL EL MAICITO,132,1
20322,Áncash,Bolognesi,Canis,SIEMPRE UNIDOS,131,1
20323,Áncash,Bolognesi,Colquioc,MOVIMIENTO REGIONAL EL MAICITO,70,1
20323,Áncash,Bolognesi,Colquioc,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,40,1
20323,Áncash,Bolognesi,Colquioc,ALIANZA PARA EL PROGRESO,366,1
20323,Áncash,Bolognesi,Colquioc,PARTIDO DEMOCRATICO SOMOS PERU,487,1
20323,Áncash,Bolognesi,Colquioc,SIEMPRE UNIDOS,277,1
20323,Áncash,Bolognesi,Colquioc,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,4,0
20324,Áncash,Bolognesi,La Primavera,MOVIMIENTO REGIONAL EL MAICITO,67,1
20324,Áncash,Bolognesi,La Primavera,ALIANZA PARA EL PROGRESO,50,1
20324,Áncash,Bolognesi,La Primavera,SIEMPRE UNIDOS,1,1
20324,Áncash,Bolognesi,La Primavera,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,68,0
20325,Áncash,Bolognesi,Huallanca,MOVIMIENTO REGIONAL EL MAICITO,56,1
20325,Áncash,Bolognesi,Huallanca,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,181,1
20325,Áncash,Bolognesi,Huallanca,UNION POR EL PERU,35,0
20325,Áncash,Bolognesi,Huallanca,PARTIDO DEMOCRATICO SOMOS PERU,937,1
20325,Áncash,Bolognesi,Huallanca,SIEMPRE UNIDOS,1560,1
20325,Áncash,Bolognesi,Huallanca,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,340,0
20402,Áncash,Carhuaz,Acopampa,MOVIMIENTO ACCION NACIONALISTA PERUANO,311,1
20402,Áncash,Carhuaz,Acopampa,MOVIMIENTO REGIONAL EL MAICITO,340,1
20402,Áncash,Carhuaz,Acopampa,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,225,1
20402,Áncash,Carhuaz,Acopampa,ALIANZA PARA EL PROGRESO,163,1
20402,Áncash,Carhuaz,Acopampa,PARTIDO DEMOCRATICO SOMOS PERU,339,1
20403,Áncash,Carhuaz,Amashca,MOVIMIENTO ACCION NACIONALISTA PERUANO,306,1
20403,Áncash,Carhuaz,Amashca,MOVIMIENTO REGIONAL EL MAICITO,420,1
20403,Áncash,Carhuaz,Amashca,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,3,1
20403,Áncash,Carhuaz,Amashca,ALIANZA PARA EL PROGRESO,18,1
20403,Áncash,Carhuaz,Amashca,PARTIDO DEMOCRATICO SOMOS PERU,461,1
20404,Áncash,Carhuaz,Anta,MOVIMIENTO ACCION NACIONALISTA PERUANO,3,1
20404,Áncash,Carhuaz,Anta,MOVIMIENTO REGIONAL EL MAICITO,439,1
20404,Áncash,Carhuaz,Anta,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,18,1
20404,Áncash,Carhuaz,Anta,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,431,1
20404,Áncash,Carhuaz,Anta,ALIANZA PARA EL PROGRESO,255,1
20404,Áncash,Carhuaz,Anta,PARTIDO DEMOCRATICO SOMOS PERU,440,1
20405,Áncash,Carhuaz,Ataquero,MOVIMIENTO ACCION NACIONALISTA PERUANO,239,1
20405,Áncash,Carhuaz,Ataquero,MOVIMIENTO REGIONAL EL MAICITO,458,1
20405,Áncash,Carhuaz,Ataquero,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,94,1
20405,Áncash,Carhuaz,Ataquero,PARTIDO DEMOCRATICO SOMOS PERU,315,1
20406,Áncash,Carhuaz,Marcara,MOVIMIENTO ACCION NACIONALISTA PERUANO,1230,1
20406,Áncash,Carhuaz,Marcara,MOVIMIENTO REGIONAL EL MAICITO,1470,1
20406,Áncash,Carhuaz,Marcara,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,907,1
20406,Áncash,Carhuaz,Marcara,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,56,1
20406,Áncash,Carhuaz,Marcara,ALIANZA PARA EL PROGRESO,418,1
20406,Áncash,Carhuaz,Marcara,PARTIDO DEMOCRATICO SOMOS PERU,1625,1
20407,Áncash,Carhuaz,Pariahuanca,MOVIMIENTO INDEPENDIENTE REGIONAL HORA CERO,32,1
